assertion_id,rule_id,source_id,field_name,finding,verification_status
S-TN-GCC-TRADE-V1-E1,S-TN-GCC-TRADE-V1,CHENNAI_SOP,framework_or_procedure,"Source establishes the described regulatory framework or service; unresolved deadlines, applicability exceptions and physical steps remain subject to review.",supported_within_source_scope
S-TN-GCC-TRADE-V1-DOCS,S-TN-GCC-TRADE-V1,CHENNAI_DOCS,documents,2017 circular simplifies initial upload and allows further records during processing; currency must be checked.,historical_source_requires_current_check
IF001-V1-E1,IF001-V1,IF-FLA,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF001-V1-E2,IF001-V1,RBI_FLA_CURRENT,applicability_text,"Outstanding FDI/ODI and entity class determine reporting, not only fresh investment.",supported_within_source_scope
IF001-V1-E3,IF001-V1,RBI_FLA_CURRENT,deadline_text,Annual deadline is July 15; FAQ permits provisional filing and a requested revision.,supported_within_source_scope
IF001-V1-E4,IF001-V1,RBI_FLA_CURRENT,filing_mode,Ordinary entity filing uses FLAIR; AIF format/procedure differs.,supported_within_source_scope
IF002-V1-E1,IF002-V1,IF-PAS6,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF002-V1-E2,IF002-V1,MCA_PAS6,deadline_text,Kit specifies sixty days after half-year conclusion.,supported_within_source_scope
IF002-V1-E3,IF002-V1,MCA_PAS6,filing_mode,MCA webform and professional certification are documented.,supported_within_source_scope
IF003-V1-E1,IF003-V1,IF-SH7,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF003-V1-E2,IF003-V1,MCA_ACT,deadline_text,Section 64 provides capital-event notice period.,supported_within_source_scope
IF003-V1-E3,IF003-V1,MCA_SH7,filing_mode,SH-7 is an MCA webform with purpose-dependent fields.,supported_within_source_scope
IF004-V1-E1,IF004-V1,IF-ADT3,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF004-V1-E2,IF004-V1,MCA_ACT,deadline_text,Section 140(2) sets thirty-day resignation statement period.,supported_within_source_scope
IF004-V1-E3,IF004-V1,MCA_ADT3,documents,"ADT-3 includes auditor identity, reasons and relevant facts; signature by auditor/partner.",supported_within_source_scope
IF005-V1-E1,IF005-V1,IF-APEDA,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF005-V1-E2,IF005-V1,APEDA_CURRENT,documents,IEC copy; manufacturer category needs relevant manufacturing proof.,supported_within_source_scope
IF005-V1-E3,IF005-V1,APEDA_CURRENT,deadline_text,Published procedure states five-year validity.,supported_within_source_scope
IF005-V1-E4,IF005-V1,APEDA_FAQ,application_url,"APEDA uses DGFT e-RCMC since July 17, 2023.",supported_within_source_scope
IF006-V1-E1,IF006-V1,IF-DARPAN,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF006-V1-E2,IF006-V1,NITI_DARPAN,applicability_text,"NITI identifies central-grant, FCRA and account-related requirements; do not equate Darpan with NGO incorporation.",supported_within_source_scope
IF007-V1-E1,IF007-V1,IF-GSTCANCEL,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF007-V1-E2,IF007-V1,GST_WELCOME,framework_or_procedure,GST cancellation and final return are distinct processes; full REG-16 eligibility/timing remains for review.,supported_within_source_scope
IF008-V1-E1,IF008-V1,IF-GSTR10,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF008-V1-E2,IF008-V1,GST_WELCOME,deadline_text,GSTN specifies the later of cancellation and order dates.,supported_within_source_scope
IF009-V1-E1,IF009-V1,IF-LLP24,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF009-V1-E2,IF009-V1,MCA_LLP24,applicability_text,Kit restricts filing before one year of cessation and identifies regulator NOC cases.,supported_within_source_scope
IF009-V1-E3,IF009-V1,MCA_LLP24,filing_mode,Form 24 is an MCA webform.,supported_within_source_scope
IF010-V1-E1,IF010-V1,IF-STK2,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF010-V1-E2,IF010-V1,MCA_ACT,applicability_text,Sections 248/249 govern voluntary removal and restrictions.,supported_within_source_scope
IF010-V1-E3,IF010-V1,MCA_PORTAL,filing_mode,MCA lists STK-2 with C-PACE electronic filing.,supported_within_source_scope
IF011-V1-E1,IF011-V1,IF-DORMANT,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF011-V1-E2,IF011-V1,MCA_ACT,applicability_text,Section 455 permits dormant status for qualifying companies.,supported_within_source_scope
IF012-V1-E1,IF012-V1,IF-DORMANT,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF012-V1-E2,IF012-V1,MCA_MSC3,deadline_text,Instruction kit uses FY end plus thirty days.,supported_within_source_scope
IF013-V1-E1,IF013-V1,IF-TMREPLY,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF013-V1-E2,IF013-V1,TM_RULES,deadline_text,Rule 33(4) permits abandonment treatment if no response within one month.,supported_within_source_scope
IF014-V1-E1,IF014-V1,IF-TMOPPOSE,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF014-V1-E2,IF014-V1,TM_RULES,deadline_text,Rule 44 defines counterstatement form and two-month receipt-based clock.,supported_within_source_scope
IF015-V1-E1,IF015-V1,IF-STARTUP,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF015-V1-E2,IF015-V1,DPIIT_2026,turnover_basis,Notification sets normal ceiling INR 200 crore and recognised Deep Tech ceiling INR 300 crore; equality is included.,supported_within_source_scope
IF015-V1-E3,IF015-V1,STARTUP_ROUTE,application_url,Recognition application routed through NSWS.,supported_within_source_scope
IF016-V1-E1,IF016-V1,IF-REVIVE,discovery,IndiaFilings identified this missing topic; legal conclusions are not based on the commercial page alone.,secondary_discovery_only
IF016-V1-E2,IF016-V1,MCA_ACT,applicability_text,Section 252 provides distinct restoration routes.,supported_within_source_scope
IF016-V1-E3,IF016-V1,MCA_PORTAL,application_url,MCA identifies INC-28 restoration filing with NCLT order and proof of ordered costs where applicable.,supported_within_source_scope
AX001-V1-E1,AX001-V1,AX_SEBI_INV,framework_or_procedure,Demat/trading accounts and KYC,supported_within_source_scope
AX002-V1-E1,AX002-V1,AX_STOCKTAX,framework_or_procedure,Capital gains classification and transfer-date distinctions,supported_within_source_scope
AX003-V1-E1,AX003-V1,AX_FA,framework_or_procedure,Foreign asset/income disclosure,supported_within_source_scope
AX004-V1-E1,AX004-V1,AX_LRS,framework_or_procedure,Resident individual annual aggregate and permitted/prohibited remittances,supported_within_source_scope
AX005-V1-E1,AX005-V1,AX_PIT,framework_or_procedure,"UPSI, designated-person codes; check subsequent amendments",supported_within_source_scope
AX006-V1-E1,AX006-V1,AX_PIT,framework_or_procedure,"UPSI, designated-person codes; check subsequent amendments",supported_within_source_scope
AX007-V1-E1,AX007-V1,AX_SEBI_REG,framework_or_procedure,"SAST, PIT and intermediary regulation families; detailed current provisions need review",supported_within_source_scope
AX008-V1-E1,AX008-V1,AX_SEBI_REG,framework_or_procedure,"SAST, PIT and intermediary regulation families; detailed current provisions need review",supported_within_source_scope
AX009-V1-E1,AX009-V1,AX_IARA,framework_or_procedure,Investment adviser and research analyst registration route,supported_within_source_scope
AX010-V1-E1,AX010-V1,AX_IARA,framework_or_procedure,Investment adviser and research analyst registration route,supported_within_source_scope
AX011-V1-E1,AX011-V1,AX_SCI,framework_or_procedure,Mutation entries are fiscal records and do not create title,supported_within_source_scope
AX012-V1-E1,AX012-V1,AX_REG,framework_or_procedure,Presentation period and registration framework; local amendments require review,supported_within_source_scope
AX013-V1-E1,AX013-V1,AX_DOLR,framework_or_procedure,State portal routing and registration overview,supported_within_source_scope
AX014-V1-E1,AX014-V1,AX_NRI_LAND,framework_or_procedure,NRI/OCI purchase classes and exclusions; acquisition mode matters,supported_within_source_scope
AX015-V1-E1,AX015-V1,AX_WB_MUT,framework_or_procedure,Online mutation application/tracking,supported_within_source_scope
AX016-V1-E1,AX016-V1,AX_WB_REV,framework_or_procedure,Khatian and plot-based revenue application,supported_within_source_scope
AX017-V1-E1,AX017-V1,AX_BR,framework_or_procedure,"Jamabandi, mutation, Bhu Lagan, Parimarjan, possession certificate, map and conversion services",supported_within_source_scope
AX018-V1-E1,AX018-V1,AX_BR,framework_or_procedure,"Jamabandi, mutation, Bhu Lagan, Parimarjan, possession certificate, map and conversion services",supported_within_source_scope
AX019-V1-E1,AX019-V1,AX_BR,framework_or_procedure,"Jamabandi, mutation, Bhu Lagan, Parimarjan, possession certificate, map and conversion services",supported_within_source_scope
AX020-V1-E1,AX020-V1,AX_BR,framework_or_procedure,"Jamabandi, mutation, Bhu Lagan, Parimarjan, possession certificate, map and conversion services",supported_within_source_scope
AX021-V1-E1,AX021-V1,AX_BR,framework_or_procedure,"Jamabandi, mutation, Bhu Lagan, Parimarjan, possession certificate, map and conversion services",supported_within_source_scope
AX022-V1-E1,AX022-V1,AX_MH,framework_or_procedure,Digitally signed land extracts and e-Hakk mutation applications,supported_within_source_scope
AX023-V1-E1,AX023-V1,AX_MH,framework_or_procedure,Digitally signed land extracts and e-Hakk mutation applications,supported_within_source_scope
AX024-V1-E1,AX024-V1,AX_KA,framework_or_procedure,RTC changes through mutation; landrecords portal route,supported_within_source_scope
AX025-V1-E1,AX025-V1,AX_TN,framework_or_procedure,"Integrated land record, FMB and history of patta transfer",supported_within_source_scope
AX026-V1-E1,AX026-V1,AX_KL,framework_or_procedure,Taxes and service fees can be remitted online; village-specific rollout unresolved,supported_within_source_scope
AX027-V1-E1,AX027-V1,AX_TG,framework_or_procedure,Mutation application route,supported_within_source_scope
AX028-V1-E1,AX028-V1,AX_TG_RULE,framework_or_procedure,Registration/mutation and prohibited-property check,supported_within_source_scope
AX029-V1-E1,AX029-V1,AX_HP,framework_or_procedure,Section 118 sale and change-of-use permission services,supported_within_source_scope
AX030-V1-E1,AX030-V1,AX_DL_EX,framework_or_procedure,Hotel/club and other licence categories,supported_within_source_scope
AX031-V1-E1,AX031-V1,AX_MH_EX,framework_or_procedure,Retail liquor licence class; availability subject to policy,supported_within_source_scope
AX032-V1-E1,AX032-V1,AX_CG_EX,framework_or_procedure,Restaurant bar/hotel and import/export service classes,supported_within_source_scope
AX033-V1-E1,AX033-V1,AX_BR_EX,framework_or_procedure,Prohibition framework; do not assume ordinary liquor licence availability,supported_within_source_scope
AX034-V1-E1,AX034-V1,AX_WB_EX,framework_or_procedure,"Licence applications, renewals, label registrations and movement permits",supported_within_source_scope
AX035-V1-E1,AX035-V1,AX_WB_EX,framework_or_procedure,"Licence applications, renewals, label registrations and movement permits",supported_within_source_scope
AX036-V1-E1,AX036-V1,AX_WB_EX,framework_or_procedure,"Licence applications, renewals, label registrations and movement permits",supported_within_source_scope
AX037-V1-E1,AX037-V1,AX_WB_TEMP,framework_or_procedure,Temporary bar service,supported_within_source_scope
AX038-V1-E1,AX038-V1,AX_AR_LPC,framework_or_procedure,Department of Land Management certificate service,supported_within_source_scope
AX039-V1-E1,AX039-V1,AX_ML_MUT,framework_or_procedure,"Online mutation, inheritance, sale and record-change service",supported_within_source_scope
AX040-V1-E1,AX040-V1,AX_ML_LAW,framework_or_procedure,Previous sanction for covered transfers involving non-tribal transferees; exceptions and prohibited areas matter,supported_within_source_scope
AX041-V1-E1,AX041-V1,AX_MZ_LAW,framework_or_procedure,Mutation/partition framework; current amendments and channel unresolved,supported_within_source_scope
AX042-V1-E1,AX042-V1,AX_MCD_TAX,framework_or_procedure,Online property-tax service and tax-due certificate,supported_within_source_scope
AX043-V1-E1,AX043-V1,AX_WB_REG,framework_or_procedure,"e-Requisition for market-value, stamp-duty and registration-fee assessment",supported_within_source_scope
