rule_id,compliance_id,jurisdiction_id,authority_id,governing_law,form_code,applicability_text,turnover_basis,employee_basis,effective_from,effective_to,tax_period,frequency,deadline_text,deadline_json,exceptions_text,verification_status,automation_enabled,checked_on,compliance_name,department_id,obligation_kind,scope_level,trigger_types,entity_types,documents,application_url,filing_mode,physical_submission,applicant_visit,inspection,process_notes,source_urls
C068-V1,C068,IN,AUTH-PT,State Professional Tax Acts (Article 276 of Constitution),,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,Applicable once any employee/proprietor earns above state-specific salary threshold,,,,One-time,State-specific statutory registration period from liability; do not assume one India-wide 30-day deadline.,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14,Professional Tax Registration (PTRC/PTEC),PT,mandatory_if_applicable,state_framework,employee,llp|partnership|private_company|public_company|sole_proprietor,"PAN, address proof, employee count, salary register",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C069-V1,C069,IN,AUTH-PT,State Professional Tax Acts,,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,Monthly/Quarterly/Half-yearly/Annual (varies by state),Varies by state — see state compliance matrix,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14,Professional Tax Return Filing,PT,mandatory_if_applicable,state_framework,date,llp|partnership|private_company|public_company|sole_proprietor,Employee-wise salary & PT deduction summary,,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C070-V1,C070,IN,AUTH-POSH,"Sexual Harassment of Women at Workplace (Prevention, Prohibition & Redressal) Act 2013",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,Mandatory at 10+ employees,,,,Annual report; committee is standing,Constitute Internal Committee where required. Annual report goes to employer and District Officer; no universal 31 January due date is imposed by the central Act. Check local instructions.,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,POSH Internal Committee + Annual Report,POSH,mandatory_if_applicable,central,employee,llp|partnership|private_company|public_company|sole_proprietor,"Committee constitution order, complaints register, training records",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",https://www.indiacode.nic.in/bitstream/123456789/2104/1/A2013-14.pdf
C071-V1,C071,IN,AUTH-LABOUR,"Payment of Gratuity Act 1972 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,"Mandatory at 10+ employees (once covered, stays covered)",,,,Ongoing (payable on separation after 5 years' service); Notice (Form A) at commencement,Form A within 30 days of becoming covered; gratuity paid within 30 days of it becoming payable,"{""type"": ""manual_review""}","Fixed-term employment means directly employed under a fixed-term contract, not contractor-supplied labour; ministry FAQ recognises one-year service eligibility under that contract. Other gratuity coverage and entitlement rules need separate evaluation.",researched_partial,0,2026-09-14,Payment of Gratuity Act Compliance,LABOUR,mandatory_if_applicable,central,employee,llp|partnership|private_company|public_company|sole_proprietor,"Employee service records, salary details",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",https://labour.gov.in/sites/default/files/pib2209767.pdf|https://www.labour.gov.in/static/uploads/2026/03/a4ccf4c6d97c4f1f36a6d83f8c64213d.pdf?v=20260620082854
C072-V1,C072,IN,AUTH-LWF,State Labour Welfare Fund Acts,,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,Applicable in ~16 states/UTs; threshold varies by state,,,,Half-yearly/Annual (varies by state),Varies by state,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14,Labour Welfare Fund Contribution,LWF,mandatory_if_applicable,state_framework,employee,llp|partnership|private_company|public_company|sole_proprietor,Employee count & contribution register,,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C073-V1,C073,IN,AUTH-LABOUR,"Minimum Wages Act 1948 / Code on Wages 2019 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,All employers with employees,,,,Ongoing,Continuous maintenance; inspections ad hoc,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Minimum Wages Compliance & Registers,LABOUR,mandatory_if_applicable,central,employee,llp|partnership|private_company|public_company|sole_proprietor,"Wage registers, attendance records, appointment letters",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",https://labour.gov.in/sites/default/files/pib2209767.pdf
C074-V1,C074,IN,AUTH-LABOUR,"Contract Labour (Regulation & Abolition) Act 1970 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,Establishments engaging 20+ contract workers (and their contractors),N/A,Re-evaluate contract-labour coverage under OSH Code and appropriate-government rules. Do not continue the imported universal 20-worker licence test. Contractor licence and principal-employer obligations are separate.,,,,One-time registration + Annual return,Registration before engaging contract labour; annual return by prescribed date (state-specific),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Contract Labour Licence (Principal Employer & Contractor),LABOUR,mandatory_if_applicable,central,employee,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Contractor agreement, workforce details, welfare amenity plan",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",https://labour.gov.in/sites/default/files/pib2209767.pdf|https://meglc.gov.in/labour_codes.html
C075-V1,C075,IN,AUTH-FSSAI,Food Safety and Standards Act 2006,,Food businesses,Ordinary turnover tier: up to INR 15000000 inclusive from 1 April 2026; special KoB criteria override.,N/A,2026-04-01,,,registration_or_modification_with_ongoing_fee_and_compliance,"Register/license before relevant food business activity. For certificates issued on/after 1 April 2026, apply perpetual-validity and ongoing-fee rules; check migration of existing certificates.","{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,FSSAI Basic Registration,FSSAI,mandatory_if_applicable,central,turnover,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Identity/address proof, food category declaration, photo",https://foscos.fssai.gov.in/,online,unverified,unverified,conditional,Online application does not eliminate risk-based inspection. Check current KoB eligibility and documents; perpetual validity does not remove annual fee/compliance duties.,https://www.fssai.gov.in/upload/advisories/2026/03/69b4054bb6cd6Order%20dated%2013thMarch2026_Revised%20Turnover%20threshold.pdf|https://foscos.fssai.gov.in/assets/docs/Revised_2ndApril2026KindofBusinessEligibility.pdf|https://www.fssai.gov.in/upload/advisories/2026/03/69c6a23234827order_27032026.pdf
C076-V1,C076,IN,AUTH-FSSAI,Food Safety and Standards Act 2006,,Food businesses,Ordinary turnover tier: above INR 15000000 and up to INR 500000000 inclusive; special KoB criteria override.,N/A,2026-04-01,,,registration_or_modification_with_ongoing_fee_and_compliance,"Register/license before relevant food business activity. For certificates issued on/after 1 April 2026, apply perpetual-validity and ongoing-fee rules; check migration of existing certificates.","{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,FSSAI State Licence,FSSAI,mandatory_if_applicable,central,turnover,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Layout plan, water test report, food safety management plan, ID/address proof",https://foscos.fssai.gov.in/,online,unverified,unverified,conditional,Online application does not eliminate risk-based inspection. Check current KoB eligibility and documents; perpetual validity does not remove annual fee/compliance duties.,https://www.fssai.gov.in/upload/advisories/2026/03/69b4054bb6cd6Order%20dated%2013thMarch2026_Revised%20Turnover%20threshold.pdf|https://foscos.fssai.gov.in/assets/docs/Revised_2ndApril2026KindofBusinessEligibility.pdf|https://www.fssai.gov.in/upload/advisories/2026/03/69c6a23234827order_27032026.pdf
C077-V1,C077,IN,AUTH-FSSAI,Food Safety and Standards Act 2006,,"Food businesses (esp. importers, large manufacturers, multi-state operators)",Ordinary turnover tier: above INR 500000000; special KoB criteria can require Central licence at lower turnover.,N/A,2026-04-01,,,registration_or_modification_with_ongoing_fee_and_compliance,"Register/license before relevant food business activity. For certificates issued on/after 1 April 2026, apply perpetual-validity and ongoing-fee rules; check migration of existing certificates.","{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,FSSAI Central Licence,FSSAI,mandatory_if_applicable,central,turnover|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Layout plan, NABL-accredited water test, food safety plan, import-export code (if applicable)",https://foscos.fssai.gov.in/,online,unverified,unverified,conditional,Online application does not eliminate risk-based inspection. Check current KoB eligibility and documents; perpetual validity does not remove annual fee/compliance duties.,https://www.fssai.gov.in/upload/advisories/2026/03/69b4054bb6cd6Order%20dated%2013thMarch2026_Revised%20Turnover%20threshold.pdf|https://foscos.fssai.gov.in/assets/docs/Revised_2ndApril2026KindofBusinessEligibility.pdf|https://www.fssai.gov.in/upload/advisories/2026/03/69c6a23234827order_27032026.pdf
C078-V1,C078,IN,AUTH-DGFT,Foreign Trade (Development & Regulation) Act 1992,,"Import/export of goods generally requires IEC unless exempt. For service/technology exports, FTP benefit claims and specified controls determine IEC necessity; not every service export requires IEC.",N/A,N/A,,,,One-time (10-digit PAN-based code),Before first import/export shipment,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,IEC (Import Export Code),DGFT,mandatory_if_applicable,central,industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"PAN, bank account/cancelled cheque, address proof, DSC/Aadhaar e-sign",https://www.dgft.gov.in/,online,not_required,not_required,unverified,FTP states IEC application and update are completely online; query resolution may still be necessary.,https://content.dgft.gov.in/Website/dgftprod/61d61bc2-272e-4880-b96c-c8f685a3b244/Foreign%20Trade%20Policy%202023.pdf
C079-V1,C079,IN,AUTH-DGFT,"FTDR Act 1992, DGFT Policy",,IEC holders,N/A,N/A,,,,Annual,"Confirm/update electronically during April-June each year, even with no changes; ordinary last date 30 June, subject to notified extensions.","{""type"": ""calendar_annual"", ""month"": 6, ""day"": 30, ""source_id"": ""DGFT_FTP"", ""timezone"": ""Asia/Kolkata"", ""status"": ""candidate_requires_full_applicability_and_extension_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,IEC Annual Updation,DGFT,mandatory_if_applicable,central,date,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Confirmation of existing details or updated KYC,https://www.dgft.gov.in/,online,not_required,not_required,unverified,FTP states IEC application and update are completely online; query resolution may still be necessary.,https://content.dgft.gov.in/Website/dgftprod/61d61bc2-272e-4880-b96c-c8f685a3b244/Foreign%20Trade%20Policy%202023.pdf
C080-V1,C080,IN,AUTH-DGFT,Foreign Trade Policy,,Exporters wanting export incentive scheme benefits,N/A,N/A,,,,One-time + periodic renewal (typically 5 years),Before claiming export promotion benefits,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14,RCMC (Registration-Cum-Membership Certificate),DGFT,optional_benefit,central,industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"IEC copy, product/service category proof",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C081-V1,C081,IN,AUTH-DGFT,Foreign Trade Policy / RBI guidelines,,Importers/Exporters,N/A,N/A,,,,One-time per port/customs location,Before first shipment through a given port,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14,AD Code Registration (Bank),DGFT,mandatory_if_applicable,central,industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Bank AD code letter, IEC copy",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C082-V1,C082,IN,AUTH-DGFT,Foreign Trade Policy,,"Manufacturer-exporters (optional, scheme-based)",N/A,N/A,,,,Event-based (per authorization),Before importing capital goods/inputs under scheme,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14,EPCG / Advance Authorization Scheme,DGFT,mandatory_if_applicable,central,transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Export obligation undertaking, bond/BG, CA certificate",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C083-V1,C083,IN,AUTH-MSME,MSME Development Act 2006,,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd","From 1 April 2025, paired investment/turnover ceilings: Micro INR 2.5/10 crore; Small INR 25/100 crore; Medium INR 125/500 crore. Use statutory definitions and both tests.",N/A,,,,"One-time (self-declaration, no renewal)",Anytime (recommended at start of business),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,MSME / Udyam Registration,MSME,optional_benefit,central,turnover,llp|partnership|private_company|public_company|sole_proprietor,Aadhaar and PAN/GST-linked particulars as applicable; no document upload required by official portal,https://udyamregistration.gov.in/,online,not_required,not_required,not_applicable,"Official process is free, paperless and based on self-declaration; no document upload and no renewal. Keep Aadhaar/PAN/GST-linked particulars available.",https://udyamregistration.gov.in/
C084-V1,C084,IN,AUTH-MUNICIPAL,State Municipal Corporation Acts (city-specific),,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,One-time + Annual renewal (most cities),Before covered trade where required; actual certificate/local rules control renewal. No universal start-of-FY renewal date.,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14,Trade Licence (Municipal Corporation),MUNICIPAL,mandatory_if_applicable,state_framework,location,llp|partnership|private_company|public_company|sole_proprietor,"Shop & Establishment certificate, ownership/rent proof, layout plan, fire NOC (for larger premises)",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C085-V1,C085,IN,AUTH-FIRE,State Fire Services Acts (state-specific),,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,Applicable to establishments above specified built-up area / occupancy (varies by state),,,,One-time + periodic renewal (typically 1-3 years),Before occupancy / commencing operations at a qualifying premises,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14,Fire NOC (Fire Safety Certificate),FIRE,mandatory_if_applicable,state_framework,industry,llp|partnership|private_company|public_company|sole_proprietor,"Building plan, fire-fighting equipment certification, occupancy certificate",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C086-V1,C086,IN,AUTH-FACTORY,"Factories Act 1948 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,Manufacturing units,N/A,"Verify operative OSH factory definition, power use, prior state thresholds/savings, activity and current state rules; do not use one legacy 10/20-worker test nationwide.",,,,One-time + Annual renewal,Before commencing manufacturing; renewal typically annual or multi-year (state-specific),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Factory Licence,FACTORY,mandatory_if_applicable,state_framework,employee|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Site plan, machinery list, safety certification, manpower details",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",https://labour.gov.in/sites/default/files/pib2209767.pdf|https://meglc.gov.in/labour_codes.html
C087-V1,C087,IN,AUTH-FACTORY,"Factories Act 1948 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,Licensed factories,N/A,"Verify operative OSH factory definition, power use, prior state thresholds/savings, activity and current state rules; do not use one legacy 10/20-worker test nationwide.",,,,Annual or multi-year (state-specific),Before expiry of current licence (typically 30-60 days prior),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Factory Licence Renewal,FACTORY,mandatory_if_applicable,state_framework,licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Previous licence, compliance/inspection reports, updated manpower data",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",https://labour.gov.in/sites/default/files/pib2209767.pdf|https://meglc.gov.in/labour_codes.html
C088-V1,C088,IN,AUTH-POLLUTION,Water (Prevention & Control of Pollution) Act 1974 / Air Act 1981,,"Industrial units (all categories, esp. Red/Orange as per CPCB classification)",N/A,N/A,,,,"One-time (per project), before construction",Before starting construction/installation of plant & machinery,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14,Consent to Establish (CTE),POLLUTION,mandatory_if_applicable,state_framework,industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Project report, effluent/emission treatment plan, site layout, land documents",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C089-V1,C089,IN,AUTH-POLLUTION,Water Act 1974 / Air Act 1981,,Industrial units,N/A,N/A,,,,One-time then periodic renewal (1-5 years depending on category),Before commencing operations; renewal before expiry,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14,Consent to Operate (CTO),POLLUTION,mandatory_if_applicable,state_framework,licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"CTE copy, installed ETP/APC system proof, compliance report",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C090-V1,C090,IN,AUTH-WASTE,Hazardous and Other Wastes (Management & Transboundary Movement) Rules 2016,,Units generating/handling hazardous waste,N/A,N/A,,,,One-time + periodic renewal (aligned with CTO),Obtain authorisation when prescribed for the activity; do not assume consent to operate substitutes for waste authorisation.,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14,Hazardous Waste Authorization,WASTE,mandatory_if_applicable,state_framework,industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Waste inventory, disposal/recycling agreement with authorized handler",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C092-V1,C092,IN,AUTH-AUDIT,"Companies Act 2013, Sec 138",,Companies crossing specified turnover/borrowing/deposit thresholds,"Apply Companies (Accounts) Rules Rule 13 separately to listed, unlisted public and private companies. The imported assertion that private companies trigger at INR 50 crore paid-up capital is not accepted; verify turnover and bank/PFI borrowing tests in the current rule.",N/A,,,,Annual/ongoing,Ongoing through the year; report placed before Board,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Internal Audit,AUDIT,mandatory_if_applicable,central,turnover,private_company|public_company|section8,"Process documentation, risk register, internal control testing evidence",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",https://www.indiacode.nic.in/bitstream/123456789/2114/3/a2013-18.pdf
C093-V1,C093,IN,AUTH-AUDIT,"Companies Act 2013, Sec 148",,Specified industries (companies in regulated/notified sectors) above prescribed turnover,As per Companies (Cost Records & Audit) Rules — sector and turnover specific,N/A,,,,Annual,Within 180 days of FY end (Cost Audit Report to Board); CRA-4 filed within 30 days thereof,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14,Cost Audit,AUDIT,mandatory_if_applicable,central,industry,private_company|public_company|section8,"Cost accounting records, product/service cost sheets",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C094-V1,C094,IN,AUTH-IP,Trade Marks Act 1999,,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,One-time (renewable every 10 years),Anytime (recommended before brand launch),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Trademark Registration,IP,optional_benefit,central,industry,llp|partnership|private_company|public_company|sole_proprietor,"Brand name/logo, class of goods/services, applicant proof, POA (if via agent)",https://ipindia.gov.in/pages/e-services,online,unverified,unverified,unverified,Electronic service route exists; opposition/hearing and document-execution requirements are separate.,https://ipindia.gov.in/pages/e-services
C095-V1,C095,IN,AUTH-IP,"Trade Marks Act 1999,",,Registered trademark holders,N/A,N/A,,,,Every 10 years,TM-R may be filed within the year before expiry. Verify registration expiry and late renewal/restoration provisions.,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Trademark Renewal,IP,mandatory_if_applicable,central,licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Existing registration certificate, renewal Form TM-R",https://ipindia.gov.in/pages/e-services,online,unverified,unverified,unverified,Electronic service route exists; opposition/hearing and document-execution requirements are separate.,https://ipindia.gov.in/pages/e-services|https://ipindia.gov.in/tm-rules-2017
C096-V1,C096,IN,AUTH-IP,Copyright Act 1957,,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,One-time (protection: author's life + 60 years for most works),Anytime (registration not mandatory for protection but strengthens enforcement),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14,Copyright Registration,IP,optional_benefit,central,industry,llp|partnership|private_company|public_company|sole_proprietor,"Work sample, ownership declaration, NOC (if applicable)",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C097-V1,C097,IN,AUTH-IP,Patents Act 1970,,Entities with patentable inventions,N/A,N/A,,,,"One-time (20-year protection, subject to annual renewal fees)",Before public disclosure of invention (first-to-file system),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Patent Application,IP,optional_benefit,central,industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Patent specification, claims, prior-art search, inventor details",https://ipindia.gov.in/pages/e-services,online,unverified,unverified,unverified,Electronic service route exists; opposition/hearing and document-execution requirements are separate.,https://ipindia.gov.in/pages/e-services
C098-V1,C098,IN,AUTH-IP,Designs Act 2000,,Entities with novel product designs,N/A,N/A,,,,"One-time (10 years, extendable by 5)",Before the design is publicly disclosed/sold,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,Design Registration,IP,optional_benefit,central,industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,"Design representation sheets, applicant proof",https://ipindia.gov.in/pages/e-services,online,unverified,unverified,unverified,Electronic service route exists; opposition/hearing and document-execution requirements are separate.,https://ipindia.gov.in/pages/e-services
C099-V1,C099,IN,AUTH-BOOKS,"Companies Act 2013, Sec 128",,"Private Ltd, Public Ltd",N/A,N/A,,,,Ongoing,Maintained continuously; retained for 8 years,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14,Statutory Books of Accounts (Companies Act),BOOKS,mandatory_if_applicable,central,date,private_company|public_company,"Ledgers, vouchers, bank reconciliations, fixed asset register",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C100-V1,C100,IN,AUTH-BOOKS,Companies Act 2013,,"Private Ltd, Public Ltd",N/A,N/A,,,,Ongoing,Maintained continuously,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14,Statutory Registers (Companies Act),BOOKS,mandatory_if_applicable,central,date,private_company|public_company,"Register of Members, Directors, Charges, Related Party Contracts",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
C101-V1,C101,IN,AUTH-BOOKS,"Income Tax Act 1961, Sec 44AA",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",Business: turnover >Rs25L or income >Rs2.5L (specified professions lower threshold); mandatory above tax audit threshold regardless,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,Ongoing,Maintained continuously; retained for 6 years from end of relevant AY,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14,"Books of Accounts (Income Tax Act, Sec 44AA)",BOOKS,mandatory_if_applicable,central,turnover,llp|partnership|private_company|public_company|sole_proprietor,"Cash book, ledger, journal, bills/vouchers",https://www.incometax.gov.in/,online,unverified,unverified,unverified,"Electronic services available; exact form, signatures and alternative filing routes require applicant/period review.",https://www.incometaxindia.gov.in/documents/d/guest/press-release-income-tax-act-2025-comes-into-force-from-01-april-2026-pdf
C102-V1,C102,IN,AUTH-BOOKS,"CGST Act, Sec 36",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,Ongoing,Retained for 72 months from due date of annual return,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14,Invoice & E-way Bill Record Retention,BOOKS,mandatory_if_applicable,central,date,llp|partnership|private_company|public_company|sole_proprietor,"Tax invoices, e-way bills, purchase/sale registers",,unverified,unverified,unverified,unverified,"Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",
