rule_entity_id,rule_id,entity_type_id,mapping_status
C076-V1-private_company,C076-V1,private_company,candidate_filter_not_final_eligibility
C076-V1-public_company,C076-V1,public_company,candidate_filter_not_final_eligibility
C076-V1-trust,C076-V1,trust,candidate_filter_not_final_eligibility
C076-V1-society,C076-V1,society,candidate_filter_not_final_eligibility
C076-V1-section8,C076-V1,section8,candidate_filter_not_final_eligibility
C076-V1-other,C076-V1,other,candidate_filter_not_final_eligibility
C077-V1-sole_proprietor,C077-V1,sole_proprietor,candidate_filter_not_final_eligibility
C077-V1-partnership,C077-V1,partnership,candidate_filter_not_final_eligibility
C077-V1-llp,C077-V1,llp,candidate_filter_not_final_eligibility
C077-V1-private_company,C077-V1,private_company,candidate_filter_not_final_eligibility
C077-V1-public_company,C077-V1,public_company,candidate_filter_not_final_eligibility
C077-V1-trust,C077-V1,trust,candidate_filter_not_final_eligibility
C077-V1-society,C077-V1,society,candidate_filter_not_final_eligibility
C077-V1-section8,C077-V1,section8,candidate_filter_not_final_eligibility
C077-V1-other,C077-V1,other,candidate_filter_not_final_eligibility
C078-V1-sole_proprietor,C078-V1,sole_proprietor,candidate_filter_not_final_eligibility
C078-V1-partnership,C078-V1,partnership,candidate_filter_not_final_eligibility
C078-V1-llp,C078-V1,llp,candidate_filter_not_final_eligibility
C078-V1-private_company,C078-V1,private_company,candidate_filter_not_final_eligibility
C078-V1-public_company,C078-V1,public_company,candidate_filter_not_final_eligibility
C078-V1-trust,C078-V1,trust,candidate_filter_not_final_eligibility
C078-V1-society,C078-V1,society,candidate_filter_not_final_eligibility
C078-V1-section8,C078-V1,section8,candidate_filter_not_final_eligibility
C078-V1-other,C078-V1,other,candidate_filter_not_final_eligibility
C079-V1-sole_proprietor,C079-V1,sole_proprietor,candidate_filter_not_final_eligibility
C079-V1-partnership,C079-V1,partnership,candidate_filter_not_final_eligibility
C079-V1-llp,C079-V1,llp,candidate_filter_not_final_eligibility
C079-V1-private_company,C079-V1,private_company,candidate_filter_not_final_eligibility
C079-V1-public_company,C079-V1,public_company,candidate_filter_not_final_eligibility
C079-V1-trust,C079-V1,trust,candidate_filter_not_final_eligibility
C079-V1-society,C079-V1,society,candidate_filter_not_final_eligibility
C079-V1-section8,C079-V1,section8,candidate_filter_not_final_eligibility
C079-V1-other,C079-V1,other,candidate_filter_not_final_eligibility
C080-V1-sole_proprietor,C080-V1,sole_proprietor,candidate_filter_not_final_eligibility
C080-V1-partnership,C080-V1,partnership,candidate_filter_not_final_eligibility
C080-V1-llp,C080-V1,llp,candidate_filter_not_final_eligibility
C080-V1-private_company,C080-V1,private_company,candidate_filter_not_final_eligibility
C080-V1-public_company,C080-V1,public_company,candidate_filter_not_final_eligibility
C080-V1-trust,C080-V1,trust,candidate_filter_not_final_eligibility
C080-V1-society,C080-V1,society,candidate_filter_not_final_eligibility
C080-V1-section8,C080-V1,section8,candidate_filter_not_final_eligibility
C080-V1-other,C080-V1,other,candidate_filter_not_final_eligibility
C081-V1-sole_proprietor,C081-V1,sole_proprietor,candidate_filter_not_final_eligibility
C081-V1-partnership,C081-V1,partnership,candidate_filter_not_final_eligibility
C081-V1-llp,C081-V1,llp,candidate_filter_not_final_eligibility
C081-V1-private_company,C081-V1,private_company,candidate_filter_not_final_eligibility
C081-V1-public_company,C081-V1,public_company,candidate_filter_not_final_eligibility
C081-V1-trust,C081-V1,trust,candidate_filter_not_final_eligibility
C081-V1-society,C081-V1,society,candidate_filter_not_final_eligibility
C081-V1-section8,C081-V1,section8,candidate_filter_not_final_eligibility
C081-V1-other,C081-V1,other,candidate_filter_not_final_eligibility
C082-V1-sole_proprietor,C082-V1,sole_proprietor,candidate_filter_not_final_eligibility
C082-V1-partnership,C082-V1,partnership,candidate_filter_not_final_eligibility
C082-V1-llp,C082-V1,llp,candidate_filter_not_final_eligibility
C082-V1-private_company,C082-V1,private_company,candidate_filter_not_final_eligibility
C082-V1-public_company,C082-V1,public_company,candidate_filter_not_final_eligibility
C082-V1-trust,C082-V1,trust,candidate_filter_not_final_eligibility
C082-V1-society,C082-V1,society,candidate_filter_not_final_eligibility
C082-V1-section8,C082-V1,section8,candidate_filter_not_final_eligibility
C082-V1-other,C082-V1,other,candidate_filter_not_final_eligibility
C083-V1-llp,C083-V1,llp,candidate_filter_not_final_eligibility
C083-V1-partnership,C083-V1,partnership,candidate_filter_not_final_eligibility
C083-V1-private_company,C083-V1,private_company,candidate_filter_not_final_eligibility
C083-V1-public_company,C083-V1,public_company,candidate_filter_not_final_eligibility
C083-V1-sole_proprietor,C083-V1,sole_proprietor,candidate_filter_not_final_eligibility
C084-V1-llp,C084-V1,llp,candidate_filter_not_final_eligibility
C084-V1-partnership,C084-V1,partnership,candidate_filter_not_final_eligibility
C084-V1-private_company,C084-V1,private_company,candidate_filter_not_final_eligibility
C084-V1-public_company,C084-V1,public_company,candidate_filter_not_final_eligibility
C084-V1-sole_proprietor,C084-V1,sole_proprietor,candidate_filter_not_final_eligibility
C085-V1-llp,C085-V1,llp,candidate_filter_not_final_eligibility
C085-V1-partnership,C085-V1,partnership,candidate_filter_not_final_eligibility
C085-V1-private_company,C085-V1,private_company,candidate_filter_not_final_eligibility
C085-V1-public_company,C085-V1,public_company,candidate_filter_not_final_eligibility
C085-V1-sole_proprietor,C085-V1,sole_proprietor,candidate_filter_not_final_eligibility
C086-V1-sole_proprietor,C086-V1,sole_proprietor,candidate_filter_not_final_eligibility
C086-V1-partnership,C086-V1,partnership,candidate_filter_not_final_eligibility
C086-V1-llp,C086-V1,llp,candidate_filter_not_final_eligibility
C086-V1-private_company,C086-V1,private_company,candidate_filter_not_final_eligibility
C086-V1-public_company,C086-V1,public_company,candidate_filter_not_final_eligibility
C086-V1-trust,C086-V1,trust,candidate_filter_not_final_eligibility
C086-V1-society,C086-V1,society,candidate_filter_not_final_eligibility
C086-V1-section8,C086-V1,section8,candidate_filter_not_final_eligibility
C086-V1-other,C086-V1,other,candidate_filter_not_final_eligibility
C087-V1-sole_proprietor,C087-V1,sole_proprietor,candidate_filter_not_final_eligibility
C087-V1-partnership,C087-V1,partnership,candidate_filter_not_final_eligibility
C087-V1-llp,C087-V1,llp,candidate_filter_not_final_eligibility
C087-V1-private_company,C087-V1,private_company,candidate_filter_not_final_eligibility
C087-V1-public_company,C087-V1,public_company,candidate_filter_not_final_eligibility
C087-V1-trust,C087-V1,trust,candidate_filter_not_final_eligibility
C087-V1-society,C087-V1,society,candidate_filter_not_final_eligibility
C087-V1-section8,C087-V1,section8,candidate_filter_not_final_eligibility
C087-V1-other,C087-V1,other,candidate_filter_not_final_eligibility
C088-V1-sole_proprietor,C088-V1,sole_proprietor,candidate_filter_not_final_eligibility
C088-V1-partnership,C088-V1,partnership,candidate_filter_not_final_eligibility
C088-V1-llp,C088-V1,llp,candidate_filter_not_final_eligibility
C088-V1-private_company,C088-V1,private_company,candidate_filter_not_final_eligibility
C088-V1-public_company,C088-V1,public_company,candidate_filter_not_final_eligibility
C088-V1-trust,C088-V1,trust,candidate_filter_not_final_eligibility
C088-V1-society,C088-V1,society,candidate_filter_not_final_eligibility
C088-V1-section8,C088-V1,section8,candidate_filter_not_final_eligibility
C088-V1-other,C088-V1,other,candidate_filter_not_final_eligibility
C089-V1-sole_proprietor,C089-V1,sole_proprietor,candidate_filter_not_final_eligibility
C089-V1-partnership,C089-V1,partnership,candidate_filter_not_final_eligibility
C089-V1-llp,C089-V1,llp,candidate_filter_not_final_eligibility
C089-V1-private_company,C089-V1,private_company,candidate_filter_not_final_eligibility
C089-V1-public_company,C089-V1,public_company,candidate_filter_not_final_eligibility
C089-V1-trust,C089-V1,trust,candidate_filter_not_final_eligibility
C089-V1-society,C089-V1,society,candidate_filter_not_final_eligibility
C089-V1-section8,C089-V1,section8,candidate_filter_not_final_eligibility
C089-V1-other,C089-V1,other,candidate_filter_not_final_eligibility
C090-V1-sole_proprietor,C090-V1,sole_proprietor,candidate_filter_not_final_eligibility
C090-V1-partnership,C090-V1,partnership,candidate_filter_not_final_eligibility
C090-V1-llp,C090-V1,llp,candidate_filter_not_final_eligibility
C090-V1-private_company,C090-V1,private_company,candidate_filter_not_final_eligibility
C090-V1-public_company,C090-V1,public_company,candidate_filter_not_final_eligibility
C090-V1-trust,C090-V1,trust,candidate_filter_not_final_eligibility
C090-V1-society,C090-V1,society,candidate_filter_not_final_eligibility
C090-V1-section8,C090-V1,section8,candidate_filter_not_final_eligibility
C090-V1-other,C090-V1,other,candidate_filter_not_final_eligibility
C092-V1-private_company,C092-V1,private_company,candidate_filter_not_final_eligibility
C092-V1-public_company,C092-V1,public_company,candidate_filter_not_final_eligibility
C092-V1-section8,C092-V1,section8,candidate_filter_not_final_eligibility
C093-V1-private_company,C093-V1,private_company,candidate_filter_not_final_eligibility
C093-V1-public_company,C093-V1,public_company,candidate_filter_not_final_eligibility
C093-V1-section8,C093-V1,section8,candidate_filter_not_final_eligibility
C094-V1-llp,C094-V1,llp,candidate_filter_not_final_eligibility
C094-V1-partnership,C094-V1,partnership,candidate_filter_not_final_eligibility
C094-V1-private_company,C094-V1,private_company,candidate_filter_not_final_eligibility
C094-V1-public_company,C094-V1,public_company,candidate_filter_not_final_eligibility
C094-V1-sole_proprietor,C094-V1,sole_proprietor,candidate_filter_not_final_eligibility
C095-V1-sole_proprietor,C095-V1,sole_proprietor,candidate_filter_not_final_eligibility
C095-V1-partnership,C095-V1,partnership,candidate_filter_not_final_eligibility
C095-V1-llp,C095-V1,llp,candidate_filter_not_final_eligibility
C095-V1-private_company,C095-V1,private_company,candidate_filter_not_final_eligibility
C095-V1-public_company,C095-V1,public_company,candidate_filter_not_final_eligibility
C095-V1-trust,C095-V1,trust,candidate_filter_not_final_eligibility
C095-V1-society,C095-V1,society,candidate_filter_not_final_eligibility
C095-V1-section8,C095-V1,section8,candidate_filter_not_final_eligibility
C095-V1-other,C095-V1,other,candidate_filter_not_final_eligibility
C096-V1-llp,C096-V1,llp,candidate_filter_not_final_eligibility
C096-V1-partnership,C096-V1,partnership,candidate_filter_not_final_eligibility
C096-V1-private_company,C096-V1,private_company,candidate_filter_not_final_eligibility
C096-V1-public_company,C096-V1,public_company,candidate_filter_not_final_eligibility
C096-V1-sole_proprietor,C096-V1,sole_proprietor,candidate_filter_not_final_eligibility
C097-V1-sole_proprietor,C097-V1,sole_proprietor,candidate_filter_not_final_eligibility
C097-V1-partnership,C097-V1,partnership,candidate_filter_not_final_eligibility
C097-V1-llp,C097-V1,llp,candidate_filter_not_final_eligibility
C097-V1-private_company,C097-V1,private_company,candidate_filter_not_final_eligibility
C097-V1-public_company,C097-V1,public_company,candidate_filter_not_final_eligibility
C097-V1-trust,C097-V1,trust,candidate_filter_not_final_eligibility
C097-V1-society,C097-V1,society,candidate_filter_not_final_eligibility
C097-V1-section8,C097-V1,section8,candidate_filter_not_final_eligibility
C097-V1-other,C097-V1,other,candidate_filter_not_final_eligibility
C098-V1-sole_proprietor,C098-V1,sole_proprietor,candidate_filter_not_final_eligibility
C098-V1-partnership,C098-V1,partnership,candidate_filter_not_final_eligibility
C098-V1-llp,C098-V1,llp,candidate_filter_not_final_eligibility
C098-V1-private_company,C098-V1,private_company,candidate_filter_not_final_eligibility
C098-V1-public_company,C098-V1,public_company,candidate_filter_not_final_eligibility
C098-V1-trust,C098-V1,trust,candidate_filter_not_final_eligibility
C098-V1-society,C098-V1,society,candidate_filter_not_final_eligibility
C098-V1-section8,C098-V1,section8,candidate_filter_not_final_eligibility
C098-V1-other,C098-V1,other,candidate_filter_not_final_eligibility
C099-V1-private_company,C099-V1,private_company,candidate_filter_not_final_eligibility
C099-V1-public_company,C099-V1,public_company,candidate_filter_not_final_eligibility
C100-V1-private_company,C100-V1,private_company,candidate_filter_not_final_eligibility
C100-V1-public_company,C100-V1,public_company,candidate_filter_not_final_eligibility
C101-V1-llp,C101-V1,llp,candidate_filter_not_final_eligibility
C101-V1-partnership,C101-V1,partnership,candidate_filter_not_final_eligibility
C101-V1-private_company,C101-V1,private_company,candidate_filter_not_final_eligibility
C101-V1-public_company,C101-V1,public_company,candidate_filter_not_final_eligibility
C101-V1-sole_proprietor,C101-V1,sole_proprietor,candidate_filter_not_final_eligibility
C102-V1-llp,C102-V1,llp,candidate_filter_not_final_eligibility
C102-V1-partnership,C102-V1,partnership,candidate_filter_not_final_eligibility
C102-V1-private_company,C102-V1,private_company,candidate_filter_not_final_eligibility
C102-V1-public_company,C102-V1,public_company,candidate_filter_not_final_eligibility
C102-V1-sole_proprietor,C102-V1,sole_proprietor,candidate_filter_not_final_eligibility
C103-V1-llp,C103-V1,llp,candidate_filter_not_final_eligibility
C103-V1-partnership,C103-V1,partnership,candidate_filter_not_final_eligibility
C103-V1-private_company,C103-V1,private_company,candidate_filter_not_final_eligibility
C103-V1-public_company,C103-V1,public_company,candidate_filter_not_final_eligibility
C103-V1-sole_proprietor,C103-V1,sole_proprietor,candidate_filter_not_final_eligibility
C104-V1-llp,C104-V1,llp,candidate_filter_not_final_eligibility
C104-V1-partnership,C104-V1,partnership,candidate_filter_not_final_eligibility
C104-V1-private_company,C104-V1,private_company,candidate_filter_not_final_eligibility
C104-V1-public_company,C104-V1,public_company,candidate_filter_not_final_eligibility
C104-V1-sole_proprietor,C104-V1,sole_proprietor,candidate_filter_not_final_eligibility
C105-V1-llp,C105-V1,llp,candidate_filter_not_final_eligibility
C105-V1-partnership,C105-V1,partnership,candidate_filter_not_final_eligibility
C105-V1-private_company,C105-V1,private_company,candidate_filter_not_final_eligibility
C105-V1-public_company,C105-V1,public_company,candidate_filter_not_final_eligibility
C105-V1-sole_proprietor,C105-V1,sole_proprietor,candidate_filter_not_final_eligibility
C106-V1-llp,C106-V1,llp,candidate_filter_not_final_eligibility
C106-V1-partnership,C106-V1,partnership,candidate_filter_not_final_eligibility
C106-V1-private_company,C106-V1,private_company,candidate_filter_not_final_eligibility
C106-V1-public_company,C106-V1,public_company,candidate_filter_not_final_eligibility
C106-V1-sole_proprietor,C106-V1,sole_proprietor,candidate_filter_not_final_eligibility
C107-V1-llp,C107-V1,llp,candidate_filter_not_final_eligibility
C107-V1-partnership,C107-V1,partnership,candidate_filter_not_final_eligibility
C107-V1-private_company,C107-V1,private_company,candidate_filter_not_final_eligibility
C107-V1-public_company,C107-V1,public_company,candidate_filter_not_final_eligibility
C107-V1-sole_proprietor,C107-V1,sole_proprietor,candidate_filter_not_final_eligibility
C108-V1-private_company,C108-V1,private_company,candidate_filter_not_final_eligibility
C108-V1-public_company,C108-V1,public_company,candidate_filter_not_final_eligibility
C054-V2-llp,C054-V2,llp,candidate_filter_not_final_eligibility
C054-V2-partnership,C054-V2,partnership,candidate_filter_not_final_eligibility
C054-V2-private_company,C054-V2,private_company,candidate_filter_not_final_eligibility
C054-V2-public_company,C054-V2,public_company,candidate_filter_not_final_eligibility
C054-V2-sole_proprietor,C054-V2,sole_proprietor,candidate_filter_not_final_eligibility
C055-V2-llp,C055-V2,llp,candidate_filter_not_final_eligibility
C055-V2-partnership,C055-V2,partnership,candidate_filter_not_final_eligibility
C055-V2-private_company,C055-V2,private_company,candidate_filter_not_final_eligibility
C055-V2-public_company,C055-V2,public_company,candidate_filter_not_final_eligibility
C055-V2-sole_proprietor,C055-V2,sole_proprietor,candidate_filter_not_final_eligibility
C056-V2-sole_proprietor,C056-V2,sole_proprietor,candidate_filter_not_final_eligibility
C056-V2-partnership,C056-V2,partnership,candidate_filter_not_final_eligibility
C056-V2-llp,C056-V2,llp,candidate_filter_not_final_eligibility
C056-V2-private_company,C056-V2,private_company,candidate_filter_not_final_eligibility
C056-V2-public_company,C056-V2,public_company,candidate_filter_not_final_eligibility
C056-V2-trust,C056-V2,trust,candidate_filter_not_final_eligibility
C056-V2-society,C056-V2,society,candidate_filter_not_final_eligibility
C056-V2-section8,C056-V2,section8,candidate_filter_not_final_eligibility
C056-V2-other,C056-V2,other,candidate_filter_not_final_eligibility
C057-V2-sole_proprietor,C057-V2,sole_proprietor,candidate_filter_not_final_eligibility
C057-V2-partnership,C057-V2,partnership,candidate_filter_not_final_eligibility
C057-V2-llp,C057-V2,llp,candidate_filter_not_final_eligibility
C057-V2-private_company,C057-V2,private_company,candidate_filter_not_final_eligibility
C057-V2-public_company,C057-V2,public_company,candidate_filter_not_final_eligibility
C057-V2-trust,C057-V2,trust,candidate_filter_not_final_eligibility
C057-V2-society,C057-V2,society,candidate_filter_not_final_eligibility
C057-V2-section8,C057-V2,section8,candidate_filter_not_final_eligibility
C057-V2-other,C057-V2,other,candidate_filter_not_final_eligibility
C061-V2-sole_proprietor,C061-V2,sole_proprietor,candidate_filter_not_final_eligibility
C061-V2-partnership,C061-V2,partnership,candidate_filter_not_final_eligibility
C061-V2-llp,C061-V2,llp,candidate_filter_not_final_eligibility
C061-V2-private_company,C061-V2,private_company,candidate_filter_not_final_eligibility
C061-V2-public_company,C061-V2,public_company,candidate_filter_not_final_eligibility
C061-V2-trust,C061-V2,trust,candidate_filter_not_final_eligibility
C061-V2-society,C061-V2,society,candidate_filter_not_final_eligibility
C061-V2-section8,C061-V2,section8,candidate_filter_not_final_eligibility
C061-V2-other,C061-V2,other,candidate_filter_not_final_eligibility
C050-V2-llp,C050-V2,llp,candidate_filter_not_final_eligibility
C050-V2-partnership,C050-V2,partnership,candidate_filter_not_final_eligibility
C050-V2-private_company,C050-V2,private_company,candidate_filter_not_final_eligibility
C050-V2-public_company,C050-V2,public_company,candidate_filter_not_final_eligibility
C050-V2-sole_proprietor,C050-V2,sole_proprietor,candidate_filter_not_final_eligibility
C060-V2-sole_proprietor,C060-V2,sole_proprietor,candidate_filter_not_final_eligibility
C060-V2-partnership,C060-V2,partnership,candidate_filter_not_final_eligibility
C060-V2-llp,C060-V2,llp,candidate_filter_not_final_eligibility
C060-V2-private_company,C060-V2,private_company,candidate_filter_not_final_eligibility
C060-V2-public_company,C060-V2,public_company,candidate_filter_not_final_eligibility
C060-V2-trust,C060-V2,trust,candidate_filter_not_final_eligibility
C060-V2-society,C060-V2,society,candidate_filter_not_final_eligibility
C060-V2-section8,C060-V2,section8,candidate_filter_not_final_eligibility
C060-V2-other,C060-V2,other,candidate_filter_not_final_eligibility
N001-V1-private_company,N001-V1,private_company,candidate_filter_not_final_eligibility
N001-V1-public_company,N001-V1,public_company,candidate_filter_not_final_eligibility
N001-V1-section8,N001-V1,section8,candidate_filter_not_final_eligibility
N002-V1-private_company,N002-V1,private_company,candidate_filter_not_final_eligibility
N002-V1-public_company,N002-V1,public_company,candidate_filter_not_final_eligibility
N002-V1-section8,N002-V1,section8,candidate_filter_not_final_eligibility
N003-V1-llp,N003-V1,llp,candidate_filter_not_final_eligibility
N004-V1-llp,N004-V1,llp,candidate_filter_not_final_eligibility
N005-V1-private_company,N005-V1,private_company,candidate_filter_not_final_eligibility
N005-V1-public_company,N005-V1,public_company,candidate_filter_not_final_eligibility
N005-V1-section8,N005-V1,section8,candidate_filter_not_final_eligibility
N006-V1-private_company,N006-V1,private_company,candidate_filter_not_final_eligibility
N006-V1-public_company,N006-V1,public_company,candidate_filter_not_final_eligibility
N006-V1-section8,N006-V1,section8,candidate_filter_not_final_eligibility
N007-V1-trust,N007-V1,trust,candidate_filter_not_final_eligibility
N007-V1-society,N007-V1,society,candidate_filter_not_final_eligibility
N007-V1-section8,N007-V1,section8,candidate_filter_not_final_eligibility
N008-V1-trust,N008-V1,trust,candidate_filter_not_final_eligibility
N008-V1-society,N008-V1,society,candidate_filter_not_final_eligibility
N008-V1-section8,N008-V1,section8,candidate_filter_not_final_eligibility
N009-V1-sole_proprietor,N009-V1,sole_proprietor,candidate_filter_not_final_eligibility
N009-V1-partnership,N009-V1,partnership,candidate_filter_not_final_eligibility
N009-V1-llp,N009-V1,llp,candidate_filter_not_final_eligibility
N009-V1-private_company,N009-V1,private_company,candidate_filter_not_final_eligibility
N009-V1-public_company,N009-V1,public_company,candidate_filter_not_final_eligibility
N009-V1-trust,N009-V1,trust,candidate_filter_not_final_eligibility
N009-V1-society,N009-V1,society,candidate_filter_not_final_eligibility
N009-V1-section8,N009-V1,section8,candidate_filter_not_final_eligibility
N009-V1-other,N009-V1,other,candidate_filter_not_final_eligibility
N010-V1-sole_proprietor,N010-V1,sole_proprietor,candidate_filter_not_final_eligibility
N010-V1-partnership,N010-V1,partnership,candidate_filter_not_final_eligibility
N010-V1-llp,N010-V1,llp,candidate_filter_not_final_eligibility
N010-V1-private_company,N010-V1,private_company,candidate_filter_not_final_eligibility
N010-V1-public_company,N010-V1,public_company,candidate_filter_not_final_eligibility
N010-V1-trust,N010-V1,trust,candidate_filter_not_final_eligibility
N010-V1-society,N010-V1,society,candidate_filter_not_final_eligibility
N010-V1-section8,N010-V1,section8,candidate_filter_not_final_eligibility
N010-V1-other,N010-V1,other,candidate_filter_not_final_eligibility
N011-V1-sole_proprietor,N011-V1,sole_proprietor,candidate_filter_not_final_eligibility
N011-V1-partnership,N011-V1,partnership,candidate_filter_not_final_eligibility
N011-V1-llp,N011-V1,llp,candidate_filter_not_final_eligibility
N011-V1-private_company,N011-V1,private_company,candidate_filter_not_final_eligibility
N011-V1-public_company,N011-V1,public_company,candidate_filter_not_final_eligibility
N011-V1-trust,N011-V1,trust,candidate_filter_not_final_eligibility
N011-V1-society,N011-V1,society,candidate_filter_not_final_eligibility
N011-V1-section8,N011-V1,section8,candidate_filter_not_final_eligibility
N011-V1-other,N011-V1,other,candidate_filter_not_final_eligibility
N012-V1-sole_proprietor,N012-V1,sole_proprietor,candidate_filter_not_final_eligibility
N012-V1-partnership,N012-V1,partnership,candidate_filter_not_final_eligibility
N012-V1-llp,N012-V1,llp,candidate_filter_not_final_eligibility
N012-V1-private_company,N012-V1,private_company,candidate_filter_not_final_eligibility
N012-V1-public_company,N012-V1,public_company,candidate_filter_not_final_eligibility
N012-V1-trust,N012-V1,trust,candidate_filter_not_final_eligibility
N012-V1-society,N012-V1,society,candidate_filter_not_final_eligibility
N012-V1-section8,N012-V1,section8,candidate_filter_not_final_eligibility
N012-V1-other,N012-V1,other,candidate_filter_not_final_eligibility
N013-V1-sole_proprietor,N013-V1,sole_proprietor,candidate_filter_not_final_eligibility
N013-V1-partnership,N013-V1,partnership,candidate_filter_not_final_eligibility
N013-V1-llp,N013-V1,llp,candidate_filter_not_final_eligibility
N013-V1-private_company,N013-V1,private_company,candidate_filter_not_final_eligibility
N013-V1-public_company,N013-V1,public_company,candidate_filter_not_final_eligibility
N013-V1-trust,N013-V1,trust,candidate_filter_not_final_eligibility
N013-V1-society,N013-V1,society,candidate_filter_not_final_eligibility
N013-V1-section8,N013-V1,section8,candidate_filter_not_final_eligibility
N013-V1-other,N013-V1,other,candidate_filter_not_final_eligibility
N014-V1-sole_proprietor,N014-V1,sole_proprietor,candidate_filter_not_final_eligibility
N014-V1-partnership,N014-V1,partnership,candidate_filter_not_final_eligibility
N014-V1-llp,N014-V1,llp,candidate_filter_not_final_eligibility
N014-V1-private_company,N014-V1,private_company,candidate_filter_not_final_eligibility
N014-V1-public_company,N014-V1,public_company,candidate_filter_not_final_eligibility
N014-V1-trust,N014-V1,trust,candidate_filter_not_final_eligibility
N014-V1-society,N014-V1,society,candidate_filter_not_final_eligibility
N014-V1-section8,N014-V1,section8,candidate_filter_not_final_eligibility
N014-V1-other,N014-V1,other,candidate_filter_not_final_eligibility
N015-V1-sole_proprietor,N015-V1,sole_proprietor,candidate_filter_not_final_eligibility
N015-V1-partnership,N015-V1,partnership,candidate_filter_not_final_eligibility
N015-V1-llp,N015-V1,llp,candidate_filter_not_final_eligibility
N015-V1-private_company,N015-V1,private_company,candidate_filter_not_final_eligibility
N015-V1-public_company,N015-V1,public_company,candidate_filter_not_final_eligibility
N015-V1-trust,N015-V1,trust,candidate_filter_not_final_eligibility
N015-V1-society,N015-V1,society,candidate_filter_not_final_eligibility
N015-V1-section8,N015-V1,section8,candidate_filter_not_final_eligibility
N015-V1-other,N015-V1,other,candidate_filter_not_final_eligibility
N016-V1-sole_proprietor,N016-V1,sole_proprietor,candidate_filter_not_final_eligibility
N016-V1-partnership,N016-V1,partnership,candidate_filter_not_final_eligibility
N016-V1-llp,N016-V1,llp,candidate_filter_not_final_eligibility
N016-V1-private_company,N016-V1,private_company,candidate_filter_not_final_eligibility
N016-V1-public_company,N016-V1,public_company,candidate_filter_not_final_eligibility
N016-V1-trust,N016-V1,trust,candidate_filter_not_final_eligibility
N016-V1-society,N016-V1,society,candidate_filter_not_final_eligibility
N016-V1-section8,N016-V1,section8,candidate_filter_not_final_eligibility
N016-V1-other,N016-V1,other,candidate_filter_not_final_eligibility
N017-V1-sole_proprietor,N017-V1,sole_proprietor,candidate_filter_not_final_eligibility
N017-V1-partnership,N017-V1,partnership,candidate_filter_not_final_eligibility
N017-V1-llp,N017-V1,llp,candidate_filter_not_final_eligibility
N017-V1-private_company,N017-V1,private_company,candidate_filter_not_final_eligibility
N017-V1-public_company,N017-V1,public_company,candidate_filter_not_final_eligibility
N017-V1-trust,N017-V1,trust,candidate_filter_not_final_eligibility
N017-V1-society,N017-V1,society,candidate_filter_not_final_eligibility
N017-V1-section8,N017-V1,section8,candidate_filter_not_final_eligibility
N017-V1-other,N017-V1,other,candidate_filter_not_final_eligibility
N018-V1-sole_proprietor,N018-V1,sole_proprietor,candidate_filter_not_final_eligibility
N018-V1-partnership,N018-V1,partnership,candidate_filter_not_final_eligibility
N018-V1-llp,N018-V1,llp,candidate_filter_not_final_eligibility
N018-V1-private_company,N018-V1,private_company,candidate_filter_not_final_eligibility
N018-V1-public_company,N018-V1,public_company,candidate_filter_not_final_eligibility
N018-V1-trust,N018-V1,trust,candidate_filter_not_final_eligibility
N018-V1-society,N018-V1,society,candidate_filter_not_final_eligibility
N018-V1-section8,N018-V1,section8,candidate_filter_not_final_eligibility
N018-V1-other,N018-V1,other,candidate_filter_not_final_eligibility
N019-V1-sole_proprietor,N019-V1,sole_proprietor,candidate_filter_not_final_eligibility
N019-V1-partnership,N019-V1,partnership,candidate_filter_not_final_eligibility
N019-V1-llp,N019-V1,llp,candidate_filter_not_final_eligibility
N019-V1-private_company,N019-V1,private_company,candidate_filter_not_final_eligibility
N019-V1-public_company,N019-V1,public_company,candidate_filter_not_final_eligibility
N019-V1-trust,N019-V1,trust,candidate_filter_not_final_eligibility
N019-V1-society,N019-V1,society,candidate_filter_not_final_eligibility
N019-V1-section8,N019-V1,section8,candidate_filter_not_final_eligibility
N019-V1-other,N019-V1,other,candidate_filter_not_final_eligibility
N020-V1-sole_proprietor,N020-V1,sole_proprietor,candidate_filter_not_final_eligibility
N020-V1-partnership,N020-V1,partnership,candidate_filter_not_final_eligibility
N020-V1-llp,N020-V1,llp,candidate_filter_not_final_eligibility
N020-V1-private_company,N020-V1,private_company,candidate_filter_not_final_eligibility
N020-V1-public_company,N020-V1,public_company,candidate_filter_not_final_eligibility
N020-V1-trust,N020-V1,trust,candidate_filter_not_final_eligibility
N020-V1-society,N020-V1,society,candidate_filter_not_final_eligibility
N020-V1-section8,N020-V1,section8,candidate_filter_not_final_eligibility
N020-V1-other,N020-V1,other,candidate_filter_not_final_eligibility
N021-V1-sole_proprietor,N021-V1,sole_proprietor,candidate_filter_not_final_eligibility
N021-V1-partnership,N021-V1,partnership,candidate_filter_not_final_eligibility
N021-V1-llp,N021-V1,llp,candidate_filter_not_final_eligibility
N021-V1-private_company,N021-V1,private_company,candidate_filter_not_final_eligibility
N021-V1-public_company,N021-V1,public_company,candidate_filter_not_final_eligibility
N021-V1-trust,N021-V1,trust,candidate_filter_not_final_eligibility
N021-V1-society,N021-V1,society,candidate_filter_not_final_eligibility
N021-V1-section8,N021-V1,section8,candidate_filter_not_final_eligibility
N021-V1-other,N021-V1,other,candidate_filter_not_final_eligibility
