rule_id,compliance_id,jurisdiction_id,authority_id,governing_law,form_code,applicability_text,turnover_basis,employee_basis,effective_from,effective_to,tax_period,frequency,deadline_text,deadline_json,exceptions_text,verification_status,automation_enabled,checked_on
C066-V1,C066,IN,AUTH-ESIC,"Employees' State Insurance Act 1948 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,Establishment coverage and exceptions must be tested separately. Current notified ESI employee wage ceiling cited by ministry: INR 21000 per month; use Code wage definition and applicable special categories.,,,,One-time,Within statutory timeline of crossing threshold,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C067-V1,C067,IN,AUTH-ESIC,"ESI Act 1948 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,Registered ESIC establishments,N/A,N/A,,,,Monthly,15th of following month,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C068-V1,C068,IN,AUTH-PT,State Professional Tax Acts (Article 276 of Constitution),,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,Applicable once any employee/proprietor earns above state-specific salary threshold,,,,One-time,State-specific statutory registration period from liability; do not assume one India-wide 30-day deadline.,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14
C069-V1,C069,IN,AUTH-PT,State Professional Tax Acts,,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,Monthly/Quarterly/Half-yearly/Annual (varies by state),Varies by state — see state compliance matrix,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14
C070-V1,C070,IN,AUTH-POSH,"Sexual Harassment of Women at Workplace (Prevention, Prohibition & Redressal) Act 2013",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,Mandatory at 10+ employees,,,,Annual report; committee is standing,Constitute Internal Committee where required. Annual report goes to employer and District Officer; no universal 31 January due date is imposed by the central Act. Check local instructions.,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C071-V1,C071,IN,AUTH-LABOUR,"Payment of Gratuity Act 1972 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,"Mandatory at 10+ employees (once covered, stays covered)",,,,Ongoing (payable on separation after 5 years' service); Notice (Form A) at commencement,Form A within 30 days of becoming covered; gratuity paid within 30 days of it becoming payable,"{""type"": ""manual_review""}","Fixed-term employment means directly employed under a fixed-term contract, not contractor-supplied labour; ministry FAQ recognises one-year service eligibility under that contract. Other gratuity coverage and entitlement rules need separate evaluation.",researched_partial,0,2026-09-14
C072-V1,C072,IN,AUTH-LWF,State Labour Welfare Fund Acts,,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,Applicable in ~16 states/UTs; threshold varies by state,,,,Half-yearly/Annual (varies by state),Varies by state,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14
C073-V1,C073,IN,AUTH-LABOUR,"Minimum Wages Act 1948 / Code on Wages 2019 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,All employers with employees,,,,Ongoing,Continuous maintenance; inspections ad hoc,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C074-V1,C074,IN,AUTH-LABOUR,"Contract Labour (Regulation & Abolition) Act 1970 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,Establishments engaging 20+ contract workers (and their contractors),N/A,Re-evaluate contract-labour coverage under OSH Code and appropriate-government rules. Do not continue the imported universal 20-worker licence test. Contractor licence and principal-employer obligations are separate.,,,,One-time registration + Annual return,Registration before engaging contract labour; annual return by prescribed date (state-specific),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C075-V1,C075,IN,AUTH-FSSAI,Food Safety and Standards Act 2006,,Food businesses,Ordinary turnover tier: up to INR 15000000 inclusive from 1 April 2026; special KoB criteria override.,N/A,2026-04-01,,,registration_or_modification_with_ongoing_fee_and_compliance,"Register/license before relevant food business activity. For certificates issued on/after 1 April 2026, apply perpetual-validity and ongoing-fee rules; check migration of existing certificates.","{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C076-V1,C076,IN,AUTH-FSSAI,Food Safety and Standards Act 2006,,Food businesses,Ordinary turnover tier: above INR 15000000 and up to INR 500000000 inclusive; special KoB criteria override.,N/A,2026-04-01,,,registration_or_modification_with_ongoing_fee_and_compliance,"Register/license before relevant food business activity. For certificates issued on/after 1 April 2026, apply perpetual-validity and ongoing-fee rules; check migration of existing certificates.","{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C077-V1,C077,IN,AUTH-FSSAI,Food Safety and Standards Act 2006,,"Food businesses (esp. importers, large manufacturers, multi-state operators)",Ordinary turnover tier: above INR 500000000; special KoB criteria can require Central licence at lower turnover.,N/A,2026-04-01,,,registration_or_modification_with_ongoing_fee_and_compliance,"Register/license before relevant food business activity. For certificates issued on/after 1 April 2026, apply perpetual-validity and ongoing-fee rules; check migration of existing certificates.","{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C078-V1,C078,IN,AUTH-DGFT,Foreign Trade (Development & Regulation) Act 1992,,"Import/export of goods generally requires IEC unless exempt. For service/technology exports, FTP benefit claims and specified controls determine IEC necessity; not every service export requires IEC.",N/A,N/A,,,,One-time (10-digit PAN-based code),Before first import/export shipment,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C079-V1,C079,IN,AUTH-DGFT,"FTDR Act 1992, DGFT Policy",,IEC holders,N/A,N/A,,,,Annual,"Confirm/update electronically during April-June each year, even with no changes; ordinary last date 30 June, subject to notified extensions.","{""type"": ""calendar_annual"", ""month"": 6, ""day"": 30, ""source_id"": ""DGFT_FTP"", ""timezone"": ""Asia/Kolkata"", ""status"": ""candidate_requires_full_applicability_and_extension_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C080-V1,C080,IN,AUTH-DGFT,Foreign Trade Policy,,Exporters wanting export incentive scheme benefits,N/A,N/A,,,,One-time + periodic renewal (typically 5 years),Before claiming export promotion benefits,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14
C081-V1,C081,IN,AUTH-DGFT,Foreign Trade Policy / RBI guidelines,,Importers/Exporters,N/A,N/A,,,,One-time per port/customs location,Before first shipment through a given port,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14
C082-V1,C082,IN,AUTH-DGFT,Foreign Trade Policy,,"Manufacturer-exporters (optional, scheme-based)",N/A,N/A,,,,Event-based (per authorization),Before importing capital goods/inputs under scheme,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14
C083-V1,C083,IN,AUTH-MSME,MSME Development Act 2006,,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd","From 1 April 2025, paired investment/turnover ceilings: Micro INR 2.5/10 crore; Small INR 25/100 crore; Medium INR 125/500 crore. Use statutory definitions and both tests.",N/A,,,,"One-time (self-declaration, no renewal)",Anytime (recommended at start of business),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C084-V1,C084,IN,AUTH-MUNICIPAL,State Municipal Corporation Acts (city-specific),,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,One-time + Annual renewal (most cities),Before covered trade where required; actual certificate/local rules control renewal. No universal start-of-FY renewal date.,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14
C085-V1,C085,IN,AUTH-FIRE,State Fire Services Acts (state-specific),,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,Applicable to establishments above specified built-up area / occupancy (varies by state),,,,One-time + periodic renewal (typically 1-3 years),Before occupancy / commencing operations at a qualifying premises,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14
C086-V1,C086,IN,AUTH-FACTORY,"Factories Act 1948 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,Manufacturing units,N/A,"Verify operative OSH factory definition, power use, prior state thresholds/savings, activity and current state rules; do not use one legacy 10/20-worker test nationwide.",,,,One-time + Annual renewal,Before commencing manufacturing; renewal typically annual or multi-year (state-specific),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C087-V1,C087,IN,AUTH-FACTORY,"Factories Act 1948 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,Licensed factories,N/A,"Verify operative OSH factory definition, power use, prior state thresholds/savings, activity and current state rules; do not use one legacy 10/20-worker test nationwide.",,,,Annual or multi-year (state-specific),Before expiry of current licence (typically 30-60 days prior),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C088-V1,C088,IN,AUTH-POLLUTION,Water (Prevention & Control of Pollution) Act 1974 / Air Act 1981,,"Industrial units (all categories, esp. Red/Orange as per CPCB classification)",N/A,N/A,,,,"One-time (per project), before construction",Before starting construction/installation of plant & machinery,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14
C089-V1,C089,IN,AUTH-POLLUTION,Water Act 1974 / Air Act 1981,,Industrial units,N/A,N/A,,,,One-time then periodic renewal (1-5 years depending on category),Before commencing operations; renewal before expiry,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14
C090-V1,C090,IN,AUTH-WASTE,Hazardous and Other Wastes (Management & Transboundary Movement) Rules 2016,,Units generating/handling hazardous waste,N/A,N/A,,,,One-time + periodic renewal (aligned with CTO),Obtain authorisation when prescribed for the activity; do not assume consent to operate substitutes for waste authorisation.,"{""type"": ""manual_review""}","National framework/discovery entry only. Resolve state/local authority, rule, exemption, deadline and procedure; linked state coverage identifies gaps.",imported_unverified,0,2026-09-14
C092-V1,C092,IN,AUTH-AUDIT,"Companies Act 2013, Sec 138",,Companies crossing specified turnover/borrowing/deposit thresholds,"Apply Companies (Accounts) Rules Rule 13 separately to listed, unlisted public and private companies. The imported assertion that private companies trigger at INR 50 crore paid-up capital is not accepted; verify turnover and bank/PFI borrowing tests in the current rule.",N/A,,,,Annual/ongoing,Ongoing through the year; report placed before Board,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C093-V1,C093,IN,AUTH-AUDIT,"Companies Act 2013, Sec 148",,Specified industries (companies in regulated/notified sectors) above prescribed turnover,As per Companies (Cost Records & Audit) Rules — sector and turnover specific,N/A,,,,Annual,Within 180 days of FY end (Cost Audit Report to Board); CRA-4 filed within 30 days thereof,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14
C094-V1,C094,IN,AUTH-IP,Trade Marks Act 1999,,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,One-time (renewable every 10 years),Anytime (recommended before brand launch),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C095-V1,C095,IN,AUTH-IP,"Trade Marks Act 1999,",,Registered trademark holders,N/A,N/A,,,,Every 10 years,TM-R may be filed within the year before expiry. Verify registration expiry and late renewal/restoration provisions.,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C096-V1,C096,IN,AUTH-IP,Copyright Act 1957,,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,One-time (protection: author's life + 60 years for most works),Anytime (registration not mandatory for protection but strengthens enforcement),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14
C097-V1,C097,IN,AUTH-IP,Patents Act 1970,,Entities with patentable inventions,N/A,N/A,,,,"One-time (20-year protection, subject to annual renewal fees)",Before public disclosure of invention (first-to-file system),"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C098-V1,C098,IN,AUTH-IP,Designs Act 2000,,Entities with novel product designs,N/A,N/A,,,,"One-time (10 years, extendable by 5)",Before the design is publicly disclosed/sold,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C099-V1,C099,IN,AUTH-BOOKS,"Companies Act 2013, Sec 128",,"Private Ltd, Public Ltd",N/A,N/A,,,,Ongoing,Maintained continuously; retained for 8 years,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14
C100-V1,C100,IN,AUTH-BOOKS,Companies Act 2013,,"Private Ltd, Public Ltd",N/A,N/A,,,,Ongoing,Maintained continuously,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14
C101-V1,C101,IN,AUTH-BOOKS,"Income Tax Act 1961, Sec 44AA",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",Business: turnover >Rs25L or income >Rs2.5L (specified professions lower threshold); mandatory above tax audit threshold regardless,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,Ongoing,Maintained continuously; retained for 6 years from end of relevant AY,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C102-V1,C102,IN,AUTH-BOOKS,"CGST Act, Sec 36",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,Ongoing,Retained for 72 months from due date of annual return,"{""type"": ""manual_review""}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14
C103-V1,C103,IN,AUTH-GST,"CGST Act, Sec 73/74",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,Event-based,"Use the actual notice, applicable legal provision, tax period and service date. This source does not verify a uniform SCN reply period; no automatic date assigned.","{""type"": ""notice_supplied"", ""requires"": [""notice_received_at"", ""notice_deadline"", ""legal_provision""]}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C104-V1,C104,IN,AUTH-GST,"CGST Act, Sec 29",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,Event-based,"Use actual notice/order, legal provision, period, service date and applicable extension. No universal reply deadline assigned.","{""type"": ""notice_supplied"", ""requires"": [""notice_received_at"", ""notice_deadline"", ""legal_provision""]}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",imported_unverified,0,2026-09-14
C105-V1,C105,IN,AUTH-INCOME_TAX,"Income Tax Act 1961, Sec 143(1)",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,Event-based,"Use actual notice/order, legal provision, period, service date and applicable extension. No universal reply deadline assigned.","{""type"": ""notice_supplied"", ""requires"": [""notice_received_at"", ""notice_deadline"", ""legal_provision""]}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C106-V1,C106,IN,AUTH-INCOME_TAX,Income Tax Act 1961,,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,1961 Act periods / AY through 2026-27; check transitional provisions,Event-based,"Use actual notice/order, legal provision, period, service date and applicable extension. No universal reply deadline assigned.","{""type"": ""notice_supplied"", ""requires"": [""notice_received_at"", ""notice_deadline"", ""legal_provision""]}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C107-V1,C107,IN,AUTH-EPFO,"EPF Act 1952 [Legacy reference]. Review operative Labour Code, current rules/schemes and savings from 21 November 2025; do not use legacy law alone.",,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,,,,Event-based,"Use actual notice/order, legal provision, period, service date and applicable extension. No universal reply deadline assigned.","{""type"": ""notice_supplied"", ""requires"": [""notice_received_at"", ""notice_deadline"", ""legal_provision""]}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C108-V1,C108,IN,AUTH-MCA,"Companies Act 2013, Sec 454",,"Private Ltd, Public Ltd",N/A,N/A,,,,Event-based,"Use actual notice/order, legal provision, period, service date and applicable extension. No universal reply deadline assigned.","{""type"": ""notice_supplied"", ""requires"": [""notice_received_at"", ""notice_deadline"", ""legal_provision""]}","Imported rule: unresolved fields require verification. Original notes, process claims and penalties are preserved unchanged in legacy_rows.",researched_partial,0,2026-09-14
C054-V2,C054,IN,AUTH-TDS_TCS,Income-tax Act 2025 / Income-tax Rules 2026,138,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd with employees",N/A,N/A,2026-04-01,,Tax Year 2026-27 onwards; transaction transition rules where relevant,Quarterly,Check period/category-specific due date,"{""type"": ""manual_review""}","New form: 138. Check applicable new-law rule, transition, eligibility and extensions.",researched_partial,0,2026-09-14
C055-V2,C055,IN,AUTH-TDS_TCS,Income-tax Act 2025 / Income-tax Rules 2026,140,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd",N/A,N/A,2026-04-01,,Tax Year 2026-27 onwards; transaction transition rules where relevant,Quarterly,Check period/category-specific due date,"{""type"": ""manual_review""}","New form: 140. Check applicable new-law rule, transition, eligibility and extensions.",researched_partial,0,2026-09-14
C056-V2,C056,IN,AUTH-TDS_TCS,Income-tax Act 2025 / Income-tax Rules 2026,144,Entities making payments to non-residents,N/A,N/A,2026-04-01,,Tax Year 2026-27 onwards; transaction transition rules where relevant,Quarterly,Check period/category-specific due date,"{""type"": ""manual_review""}","New form: 144. Check applicable new-law rule, transition, eligibility and extensions.",researched_partial,0,2026-09-14
C057-V2,C057,IN,AUTH-TDS_TCS,Income-tax Act 2025 / Income-tax Rules 2026,143,"Entities collecting TCS (e-commerce, scrap dealers, large sellers etc.)",N/A,N/A,2026-04-01,,Tax Year 2026-27 onwards; transaction transition rules where relevant,Quarterly,Check period/category-specific due date,"{""type"": ""manual_review""}","New form: 143. Check applicable new-law rule, transition, eligibility and extensions.",researched_partial,0,2026-09-14
C061-V2,C061,IN,AUTH-TDS_TCS,Income-tax Act 2025 / Income-tax Rules 2026,145 / 146,Entities remitting funds abroad,N/A,N/A,2026-04-01,,Tax Year 2026-27 onwards; transaction transition rules where relevant,Event-based,Check period/category-specific due date,"{""type"": ""manual_review""}","New form: 145 / 146. Check applicable new-law rule, transition, eligibility and extensions.",researched_partial,0,2026-09-14
C050-V2,C050,IN,AUTH-INCOME_TAX,Income-tax Act 2025 / Income-tax Rules 2026,26,"Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd","Business: above INR 10000000, or above INR 100000000 where BOTH cash receipts and cash payments do not exceed 5%. Profession: general audit threshold above INR 5000000. Eligible presumptive professional treatment up to INR 7500000 can relieve audit only if all conditions are met; it is not a universal digital-receipts audit threshold.",N/A,2026-04-01,,Tax Year 2026-27 onwards; transaction transition rules where relevant,Annual,"Ordinary tax-audit report for Tax Year 2026-27: 30 September 2027, subject to category/extension.","{""type"": ""manual_review""}","New form: 26. Check applicable new-law rule, transition, eligibility and extensions.",researched_partial,0,2026-09-14
C060-V2,C060,IN,AUTH-TDS_TCS,Income-tax Act 2025 / Income-tax Rules 2026,141,Buyers of immovable property >=Rs50L,N/A,N/A,2026-04-01,,Tax Year 2026-27 onwards; transaction transition rules where relevant,Event-based,Check period/category-specific due date,"{""type"": ""manual_review""}","New form: 141 (property schedule). Check applicable new-law rule, transition, eligibility and extensions.",researched_partial,0,2026-09-14
N001-V1,N001,IN,AUTH-MCA,Companies Act 2013 section 135; CSR Policy Rules,,Companies meeting any section 135 financial test in the immediately preceding FY; evaluate statutory exclusions and committee exceptions.,Net worth >= INR 500 crore OR turnover >= INR 1000 crore OR net profit >= INR 5 crore; distinct statutory definitions,,,,,annual,Annual assessment; spending and unspent transfers have distinct statutory dates.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N002-V1,N002,IN,AUTH-MSME,MSME notification implementing revised TReDS onboarding threshold,,Companies with turnover exceeding INR 250 crore and all CPSEs.,Company turnover > INR 2500000000; CPSE alternative irrespective of turnover,,,,,event_based,Original onboarding deadline 31 March 2025; test new entrants and subsequent directions.,"{""type"": ""manual_review""}",Onboarding does not compel every invoice to be financed. Select an RBI-authorised TReDS operator; ministry URL is guidance.,researched_partial,0,2026-09-14
N003-V1,N003,IN,AUTH-LLP,LLP Act 2008; LLP Rules 2009,,LLPs entering or changing their agreement.,,,,,,event_based,Use current Form 3 instruction kit and event date; linked Form 4/5 where applicable.,"{""type"": ""manual_review""}",Electronic filing does not establish that agreement execution or stamping is fully digital.,researched_partial,0,2026-09-14
N004-V1,N004,IN,AUTH-LLP,LLP Act 2008; LLP Rules 2009,,LLP partner or designated-partner change; examine linked agreement amendment.,,,,,,event_based,Event-based; confirm current Form 4 instruction kit before calculating a deadline.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N005-V1,N005,IN,AUTH-MCA,Companies Act 2013 section 117,,Specified resolutions and agreements; private-company exemptions must be checked.,,,,,,event_based,Ordinarily 30 days from applicable resolution/agreement; verify class exemption.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N006-V1,N006,IN,AUTH-MCA,Companies Act 2013 sections 89 and 90; related rules,,Registered/beneficial owners and companies where beneficial ownership differs or significant beneficial ownership tests apply.,,,,,,event_based,Declaration and company filing clocks differ; verify current rules and event dates.,"{""type"": ""manual_review""}",MGT-6 and BEN-2 are different returns; this framework requires form-specific subrules before activation.,researched_partial,0,2026-09-14
N007-V1,N007,IN,AUTH-NGO,Foreign Contribution (Regulation) Act 2010 and Rules,,Organisations subject to FCRA annual reporting; examine nil-return and certificate/document exemptions.,,,,,,annual,"Within nine months after FY close; ordinary 31 December for March year end, subject to extensions.","{""type"": ""year_end_months"", ""month_offset"": 9, ""period_basis"": ""financial_year_end"", ""source_id"": ""FCRA"", ""timezone"": ""Asia/Kolkata"", ""status"": ""candidate_requires_full_applicability_and_extension_review""}",,researched_partial,0,2026-09-14
N008-V1,N008,IN,AUTH-INCOME_TAX,Period-appropriate Income-tax Act and Rules,,Approved institutions subject to donation reporting; select old/new law by reporting period.,,,,,,annual,Resolve the period-specific due date and transition before scheduling.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N009-V1,N009,IN,AUTH-FSSAI,FSS licensing regulations; FoSCoS annual-return directions,,"Licensed manufacturers including repackers/relabellers, manufacturer-exporters and importers; not every restaurant or retailer.",,,,,FY 2025-26,annual,FY 2025-26 announced deadline: 31 May 2026. Check extensions and subsequent-year notices.,"{""type"": ""fixed_date"", ""date"": ""2026-05-31"", ""period_key"": ""FY2025-26"", ""source_id"": ""FSSAI_RETURN"", ""timezone"": ""Asia/Kolkata"", ""status"": ""candidate_requires_full_applicability_and_extension_review""}",,researched_partial,0,2026-09-14
N010-V1,N010,IN,AUTH-FSSAI,FSS licensing and registration regulations,,Food businesses changing particulars relevant to their registration/licence.,,,,,,event_based,Determine prior-approval requirement for the specific change.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N011-V1,N011,IN,AUTH-FSSAI,FSS food recall framework and applicable licence conditions,,Affected food businesses when food requires recall or regulator directs action.,,,,,,event_based,Incident/order-specific; do not substitute a routine annual deadline.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14
N012-V1,N012,IN,AUTH-WASTE,Plastic Waste Management Rules and EPR guidelines,,"Covered producers, importers, brand owners and plastic-waste processors; exemptions/classification require checking.",,,,,,event_based,Registration and period-specific targets/returns; validate current schedule and extensions.,"{""type"": ""manual_review""}",Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,researched_partial,0,2026-09-14
N013-V1,N013,IN,AUTH-WASTE,Battery Waste Management Rules 2022 as amended,,"Battery producers, recyclers and refurbishers within the rule definitions.",,,,,,event_based,Registration and period-specific targets/returns; validate current schedule and extensions.,"{""type"": ""manual_review""}",Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,researched_partial,0,2026-09-14
N014-V1,N014,IN,AUTH-WASTE,E-Waste Management Rules 2022 as amended,,"Covered electrical/electronic equipment actors; confirm schedule, role and exemptions.",,,,,,event_based,Registration and period-specific targets/returns; validate current schedule and extensions.,"{""type"": ""manual_review""}",Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,researched_partial,0,2026-09-14
N015-V1,N015,IN,AUTH-WASTE,Hazardous and Other Wastes Rules; tyre EPR amendments,,Covered tyre producers/importers and registered recyclers.,,,,,,event_based,Registration and period-specific targets/returns; validate current schedule and extensions.,"{""type"": ""manual_review""}",Common CPCB EPR SSO: https://epr.cpcb.gov.in/. Online registration is not proof of no facility inspection; quantitative targets remain unresolved.,researched_partial,0,2026-09-14
