process_id,rule_id,application_url,url_role,filing_mode,physical_submission,applicant_visit,inspection,testing_or_notarisation,process_notes,verification_status
N026-V1-PROCESS,N026-V1,https://firms.rbi.org.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N027-V1-PROCESS,N027-V1,https://firms.rbi.org.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N028-V1-PROCESS,N028-V1,https://consumeraffairs.nic.in/sites/default/files/file-uploads/latestnews/LM_FAQs.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,unverified
N029-V1-PROCESS,N029-V1,https://consumeraffairs.gov.in/pages/legal-metrology-overview,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,unverified
N030-V1-PROCESS,N030-V1,https://consumeraffairs.gov.in/pages/legal-metrology-overview,application_or_guidance,unverified,unverified,unverified,conditional,conditional,Instrument examination/testing can require physical activity even if booking/payment is online.,unverified
N031-V1-PROCESS,N031-V1,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/?lang=en,application_or_guidance,unverified,unverified,unverified,conditional,conditional,Products outside compulsory orders may have voluntary certification; do not make BIS universal.,unverified
N032-V1-PROCESS,N032-V1,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,application_or_guidance,unverified,unverified,unverified,conditional,conditional,Filing channel and physical requirements require independent evidence.,unverified
N033-V1-PROCESS,N033-V1,https://www.cdsco.gov.in/opencms/opencms/en/IT-cell/,application_or_guidance,online,unverified,unverified,conditional,conditional,CDSCO SUGAM covers specified central applications; state sale/manufacture licensing must be separately resolved.,researched_partial
N034-V1-PROCESS,N034-V1,https://www.cdsco.gov.in/opencms/opencms/en/Medical-Device-Diagnostics/Medical-Device-Diagnostics/,application_or_guidance,online,unverified,unverified,conditional,conditional,Filing channel and physical requirements require independent evidence.,researched_partial
N035-V1-PROCESS,N035-V1,https://www.cdsco.gov.in/opencms/en/Cosmetics/cosmetics/,application_or_guidance,online,unverified,unverified,conditional,conditional,Filing channel and physical requirements require independent evidence.,researched_partial
N036-V1-PROCESS,N036-V1,https://www.peso.gov.in/,application_or_guidance,online,unverified,unverified,conditional,conditional,PESO FAQ routes applications via NSWS/PESO; physical site examination and certificates depend on licence class.,researched_partial
N037-V1-PROCESS,N037-V1,https://www.cert-in.org.in/PDF/CERT-In_Directions_70B_28.04.2022.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,unverified
N038-V1-PROCESS,N038-V1,https://www.cert-in.org.in/PDF/CERT-In_Directions_70B_28.04.2022.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,unverified
N039-V1-PROCESS,N039-V1,https://www.meity.gov.in/documents/act-and-policies/digital-personal-data-protection-rules-2025-gDOxUjMtQWa?pageTitle=Digital-Personal-Data-Protection-Rules-2025,application_or_guidance,unverified,unverified,unverified,unverified,unverified,"This is a transition review, not a finding that all DPDP duties are already in force.",unverified
N040-V1-PROCESS,N040-V1,https://parivahan.gov.in/,application_or_guidance,unverified,unverified,unverified,conditional,unverified,Filing channel and physical requirements require independent evidence.,unverified
N041-V1-PROCESS,N041-V1,https://parivahan.gov.in/,application_or_guidance,online_with_physical_step,unverified,unverified,required,unverified,Online application/payment is only part of fitness certification; vehicle testing is a physical step. Applicant personal attendance is a separate question.,researched_partial
N042-V1-PROCESS,N042-V1,https://eservices.dot.gov.in/,application_or_guidance,online,unverified,unverified,unverified,conditional,Do not equate licence-exempt spectrum with equipment-approval exemption.,researched_partial
N043-V1-PROCESS,N043-V1,https://eservices.dot.gov.in/authorisation-portal,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N044-V1-PROCESS,N044-V1,https://www.dgms.gov.in/,application_or_guidance,unverified,unverified,unverified,conditional,unverified,Filing channel and physical requirements require independent evidence.,unverified
N045-V1-PROCESS,N045-V1,https://www.cgg.gov.in/it_project/comprehensive-registration-of-pesticides-crop/,application_or_guidance,online,unverified,unverified,unverified,conditional,Government implementation source establishes CROP system; exact current checklist not independently checked.,researched_partial
N046-V1-PROCESS,N046-V1,https://pqms.cgg.gov.in/pqms-angular/login,application_or_guidance,online,unverified,unverified,conditional,conditional,Filing channel and physical requirements require independent evidence.,researched_partial
N047-V1-PROCESS,N047-V1,https://psara.gov.in/,application_or_guidance,online,unverified,unverified,conditional,unverified,State controlling authority grants licence; antecedent checks and training arrangements are separate from uploading application.,researched_partial
N048-V1-PROCESS,N048-V1,https://rera.kerala.gov.in/storage/documents/195.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Source is Kerala-specific; its interpretation is not asserted as a verified rule for every state.,unverified
N049-V1-PROCESS,N049-V1,https://labour.gov.in/sites/default/files/pib2209767.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,A commencement announcement alone does not verify every threshold or state procedural rule.,unverified
S-PB-PSDT-REG-V1-PROCESS,S-PB-PSDT-REG-V1,https://psdt.punjab.gov.in/register,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
S-PB-PSDT-ELECT-V1-PROCESS,S-PB-PSDT-ELECT-V1,https://psdt.punjab.gov.in/,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Optional payment method; do not treat these dates as the universal employer return schedule.,unverified
S-MH-PT-REG-V1-PROCESS,S-MH-PT-REG-V1,https://www.mahagst.gov.in/user-registration/pt,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial
S-KA-PT-REG-V1-PROCESS,S-KA-PT-REG-V1,https://ptax.karnataka.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial
S-MN-PT-REG-V1-PROCESS,S-MN-PT-REG-V1,https://professionaltax.mn.gov.in/Default.aspx,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial
S-NL-PT-REG-V1-PROCESS,S-NL-PT-REG-V1,https://taxsoft-ngl.nic.in/Ptaxnagaland/TaxPayer/Schedule,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial
S-ML-PT-REG-V1-PROCESS,S-ML-PT-REG-V1,https://megtaxation.nic.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial
S-WB-PT-ENROL-V1-PROCESS,S-WB-PT-ENROL-V1,https://professiontax.wb.gov.in/new-enrol/enrol-landing,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
S-WB-PT-RETURN-V1-PROCESS,S-WB-PT-RETURN-V1,https://comtax.wb.gov.in/,application_or_guidance,online,not_required,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
S-TN-SHOPS-REG-V1-PROCESS,S-TN-SHOPS-REG-V1,https://labour.tn.gov.in/services/shop-establishments/registration,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
S-AN-SHOPS-V1-PROCESS,S-AN-SHOPS-V1,https://labour.and.nic.in/labour/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
S-GA-LM-REG-V1-PROCESS,S-GA-LM-REG-V1,https://clm.goa.gov.in/service/registration-of-manufacturer-packer-importer/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
S-LA-CTE-V1-PROCESS,S-LA-CTE-V1,https://www.ldocmms.nic.in/,application_or_guidance,online,not_required,unverified,conditional,unverified,Official launch describes paperless consent applications; not an exemption from premises inspections.,researched_partial
S-LA-CTO-V1-PROCESS,S-LA-CTO-V1,https://www.ldocmms.nic.in/,application_or_guidance,online,not_required,unverified,conditional,unverified,Official launch describes paperless consent applications; not an exemption from premises inspections.,researched_partial
S-ML-EXCISE-V1-PROCESS,S-ML-EXCISE-V1,https://invest.meghalaya.gov.in/InformationWizard.aspx,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,unverified
S-KL-RERA-V1-PROCESS,S-KL-RERA-V1,https://rera.kerala.gov.in/storage/documents/195.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,unverified
S-DL-MCD-GTL-V1-PROCESS,S-DL-MCD-GTL-V1,https://mcdonline.nic.in/gtlmcd,application_or_guidance,online,unverified,unverified,unverified,unverified,SOP provides online payment and applicant-generated licence. Absence of all inspection or original-document requirements is not verified.,researched_partial
S-TN-GCC-TRADE-V1-PROCESS,S-TN-GCC-TRADE-V1,https://chennaicorporation.gov.in/gcc/online-services/trade-license/,application_or_guidance,online_or_assisted,unverified,unverified,conditional,unverified,Published SOP allows online and assisted/office routes. Historic checklists should be checked against current service class.,researched_partial
IF001-V1-PROCESS,IF001-V1,https://flair.rbi.org.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
IF002-V1-PROCESS,IF002-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Do not activate from current turnover alone. Rule 9B transition and changed small-company status need separate legal review.,researched_partial
IF003-V1-PROCESS,IF003-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
IF004-V1-PROCESS,IF004-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Legal filer is the auditor, not automatically the company or its director.",researched_partial
IF005-V1-PROCESS,IF005-V1,https://www.dgft.gov.in/CP/index.jsp?opt=e-rcmc,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
IF006-V1-PROCESS,IF006-V1,https://www.niti.gov.in/divisions/cell/voluntary-action-cell,application_or_guidance,online,unverified,unverified,unverified,unverified,Guidance URL; follow NITI current portal link. Do not assume Darpan substitutes for CSR-1 or tax registration.,researched_partial
IF007-V1-PROCESS,IF007-V1,https://www.gst.gov.in/,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Government entry point supplied; specific cancellation workflow still needs direct procedure verification.,unverified
IF008-V1-PROCESS,IF008-V1,https://www.gst.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
IF009-V1-PROCESS,IF009-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,conditional,Execution of declarations and any notarisation remain separate from online submission.,researched_partial
IF010-V1-PROCESS,IF010-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,conditional,Section 8 and regulated-company restrictions require review; candidate entity mapping is not approval of eligibility.,researched_partial
IF011-V1-PROCESS,IF011-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Detailed current MSC-1 checklist remains indicative.,researched_partial
IF012-V1-PROCESS,IF012-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Legacy instruction kit supports deadline, not proof every current portal screen is unchanged.",researched_partial
IF013-V1-PROCESS,IF013-V1,https://ipindia.gov.in/pages/e-services,application_or_guidance,online,unverified,conditional,unverified,conditional,Hearings and affidavit requirements are case-specific; online filing is not a no-physical-step guarantee.,researched_partial
IF014-V1-PROCESS,IF014-V1,https://ipindia.gov.in/pages/e-services,application_or_guidance,online,unverified,conditional,unverified,conditional,Filing channel and physical requirements require independent evidence.,researched_partial
IF015-V1-PROCESS,IF015-V1,https://www.nsws.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
IF016-V1-PROCESS,IF016-V1,https://www.mca.gov.in/,application_or_guidance,hybrid_case_dependent,unverified,conditional,unverified,conditional,MCA is the order-filing route; tribunal petition and hearing procedure are separate.,researched_partial
AX001-V1-PROCESS,AX001-V1,https://investor.sebi.gov.in/securities-trading.html,application_or_guidance,online_or_assisted,unverified,unverified,unverified,unverified,Video/in-person verification and original-document checks depend on approved method; do not assume all channels are visit-free.,researched_partial
AX002-V1-PROCESS,AX002-V1,https://www.incometaxindia.gov.in/en/sale-of-shares,application_or_guidance,online,unverified,unverified,unverified,unverified,"No single equity rate applies to all stocks, funds, derivatives or foreign securities. Map pre/post 1 April 2026 law and period-specific forms before automation; business trading turnover is not portfolio value.",researched_partial
AX003-V1-PROCESS,AX003-V1,https://www.incometax.gov.in/iec/foportal/nudge/nudge-schedule-fa,application_or_guidance,online,unverified,unverified,unverified,unverified,Do not assign Schedule FA to every NRI or RNOR merely because assets are overseas. Foreign tax credit and treaty relief need their own conditions.,researched_partial
AX004-V1-PROCESS,AX004-V1,https://www.rbi.org.in/scripts/notificationuser.aspx?id=10192,application_or_guidance,unverified,unverified,unverified,unverified,unverified,LRS is not a company/HUF remittance allowance. Overseas margin remittances are restricted; OPI/ODI classification and applicable tax collection require separate assessment.,unverified
AX005-V1-PROCESS,AX005-V1,https://www.sebi.gov.in/sebi_data/attachdocs/jul-2025/1752572636085.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Not a filing for every retail investor. Verify amendments after the inspected consolidation.,unverified
AX006-V1-PROCESS,AX006-V1,https://www.sebi.gov.in/sebi_data/attachdocs/jul-2025/1752572636085.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Do not apply employer pre-clearance or contra-trade restrictions universally to retail investors.,unverified
AX007-V1-PROCESS,AX007-V1,https://sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=2&smid=0&ssid=3,application_or_guidance,unverified,unverified,unverified,unverified,unverified,"Current thresholds, exemptions and system-driven disclosure rules await provision-level review; no executable threshold is asserted.",unverified
AX008-V1-PROCESS,AX008-V1,https://sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=2&smid=0&ssid=3,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Do not equate substantial-shareholder disclosure with an open-offer obligation.,unverified
AX009-V1-PROCESS,AX009-V1,https://iaraportal.sebi.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Owning or trading one’s own shares does not itself require IA/RA registration. Registration is not a substitute for each ongoing regulatory obligation.,researched_partial
AX010-V1-PROCESS,AX010-V1,https://iaraportal.sebi.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Owning or trading one’s own shares does not itself require IA/RA registration. Registration is not a substitute for each ongoing regulatory obligation.,researched_partial
AX011-V1-PROCESS,AX011-V1,https://api.sci.gov.in/supremecourt/2024/41857/41857_2024_14_1502_67116_Judgement_19-Dec-2025.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,"Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",unverified
AX012-V1-PROCESS,AX012-V1,https://www.indiacode.nic.in/bitstream/123456789/19013/1/the_registration_act%2C_1908.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,"No uniform India-wide stamp rate. Online drafting/payment/booking does not prove no SRO attendance, witnesses or identity verification. Record current procedure per instrument.",unverified
AX013-V1-PROCESS,AX013-V1,https://dolr.gov.in/en/citizen-centric-services/,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Research checklist only; the directory does not establish any particular state restriction. Each applicable provision remains a state/property-level verification task.,unverified
AX014-V1-PROCESS,AX014-V1,https://systemhealth.rbi.org.in/Scripts/FS_FAQs.aspx_Id%3D117%26fn%3D5.html,application_or_guidance,unverified,unverified,unverified,unverified,unverified,"General NRI/OCI purchase permission excludes agricultural land, plantation property and farmhouse. Inheritance and other routes require separate analysis; do not infer an absolute ban on all modes of acquisition.",unverified
AX015-V1-PROCESS,AX015-V1,https://wb.gov.in/government-schemes-details-mutation-of-land-records.aspx,application_or_guidance,online,unverified,unverified,unverified,unverified,"Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial
AX016-V1-PROCESS,AX016-V1,https://banglarbhumi.gov.in/BanglarBhumi/RevenueApplication.action,application_or_guidance,online,unverified,unverified,unverified,unverified,"Land revenue is distinct from municipal holding/property tax; reconcile the correct plot, payer and demand period.",researched_partial
AX017-V1-PROCESS,AX017-V1,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,application_or_guidance,online,unverified,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial
AX018-V1-PROCESS,AX018-V1,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,application_or_guidance,online,unverified,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial
AX019-V1-PROCESS,AX019-V1,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,application_or_guidance,online,unverified,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial
AX020-V1-PROCESS,AX020-V1,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,application_or_guidance,online,unverified,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial
AX021-V1-PROCESS,AX021-V1,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,application_or_guidance,online,unverified,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial
AX022-V1-PROCESS,AX022-V1,https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn,application_or_guidance,online,unverified,unverified,unverified,unverified,"Use appropriate authenticated extract; a free screen view and a certified record may have different evidentiary uses. Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial
AX023-V1-PROCESS,AX023-V1,https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn,application_or_guidance,online,unverified,unverified,unverified,unverified,Do not file a duplicate application if the registered transaction already initiated mutation; check status and current service category.,researched_partial
AX024-V1-PROCESS,AX024-V1,https://landrecords.karnataka.gov.in/,application_or_guidance,online_or_assisted,unverified,unverified,unverified,unverified,"Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial
AX025-V1-PROCESS,AX025-V1,https://eservices.tn.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,NIC service announcement supports record access; no fixed patta-transfer deadline or visit-free mutation is asserted.,researched_partial
AX026-V1-PROCESS,AX026-V1,https://www.revenue.kerala.gov.in/revenueportalbeta/index.php,application_or_guidance,online,unverified,unverified,unverified,unverified,"Verify whether the parcel uses ReLIS or a newer integrated system. Separate land tax, building tax and local-body property tax.",researched_partial
AX027-V1-PROCESS,AX027-V1,https://bhubharati.telangana.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Use Bhu Bharati current instructions; do not automatically reuse old Dharani procedure.,researched_partial
AX028-V1-PROCESS,AX028-V1,https://bhubharati.telangana.gov.in/assets/images/userManuals/G_O_Ms_no_39_Dated_14_04_2025.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,A missing match is not a title guarantee; exceptions and removal require competent authority process.,unverified
AX029-V1-PROCESS,AX029-V1,https://himseva.hp.gov.in/pages/staticSite/serviceList.xhtml,application_or_guidance,online_or_assisted,unverified,unverified,unverified,unverified,Service inventory confirms permission routes only; it does not establish that all outsiders are barred or all non-agriculturists must use the same form.,researched_partial
AX030-V1-PROCESS,AX030-V1,https://excise.delhi.gov.in/excise/licences,application_or_guidance,unverified,unverified,unverified,unverified,unverified,"Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",unverified
AX031-V1-PROCESS,AX031-V1,https://www.stateexcise.maharashtra.gov.in/Form_FLII.aspx,application_or_guidance,unverified,unverified,unverified,unverified,unverified,"Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",unverified
AX032-V1-PROCESS,AX032-V1,https://excise.cg.nic.in/ePayment/Citizen_Charter.aspx,application_or_guidance,unverified,unverified,unverified,unverified,unverified,"Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",unverified
AX033-V1-PROCESS,AX033-V1,https://state.bihar.gov.in/excise/CitizenHome.html,application_or_guidance,unverified,unverified,unverified,unverified,unverified,"Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",unverified
AX034-V1-PROCESS,AX034-V1,https://excise.wb.gov.in/CommonUser/egovernance.aspx,application_or_guidance,online,unverified,unverified,conditional,unverified,"Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",researched_partial
AX035-V1-PROCESS,AX035-V1,https://excise.wb.gov.in/CommonUser/egovernance.aspx,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",researched_partial
AX036-V1-PROCESS,AX036-V1,https://excise.wb.gov.in/CommonUser/egovernance.aspx,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",researched_partial
AX037-V1-PROCESS,AX037-V1,https://excise.wb.gov.in/Portal_New_Default.aspx,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",researched_partial
AX038-V1-PROCESS,AX038-V1,https://services.india.gov.in/service/detail/apply-for-issue-of-land-possession-certificate-arunachal-pradesh-1,application_or_guidance,unverified,unverified,unverified,unverified,unverified,"Certificate service is confirmed; exact mandatory documents and physical verification are unresolved. Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",unverified
AX039-V1-PROCESS,AX039-V1,https://www.meghalaya.gov.in/services/content/36145,application_or_guidance,online,unverified,unverified,unverified,unverified,Official directory confirms online service; coverage by land tenure and competent office requires verification.,researched_partial
AX040-V1-PROCESS,AX040-V1,https://meghalaya.gov.in/sites/default/files/acts/Land_Transfer_Act.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Do not equate non-tribal with non-resident. Review current amendments and competent authority for the parcel.,unverified
AX041-V1-PROCESS,AX041-V1,https://landrevenue.mizoram.gov.in/uploads/attachments/46892c52320cf011549a0e8e392a2ea0/the-mizoram-land-revenue-rules-2013-.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,"Rule framework only; current fee, forms, exceptions and online availability have not been confirmed.",unverified
AX042-V1-PROCESS,AX042-V1,https://mcdonline.nic.in/ptrmcd/web/citizen/info?loginActive=R,application_or_guidance,online,unverified,unverified,unverified,unverified,"MCD only; NDMC, cantonment and other states need independent rules. Separate municipal tax from revenue khajana.",researched_partial
AX043-V1-PROCESS,AX043-V1,https://wbregistration.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online assessment step only. Registration completion, originals, witnesses and attendance must be verified separately.",researched_partial
