rule_id,compliance_id,jurisdiction_id,authority_id,governing_law,form_code,applicability_text,turnover_basis,employee_basis,effective_from,effective_to,tax_period,frequency,deadline_text,deadline_json,exceptions_text,verification_status,automation_enabled,checked_on,compliance_name,department_id,obligation_kind,scope_level,trigger_types,entity_types,documents,application_url,filing_mode,physical_submission,applicant_visit,inspection,process_notes,source_urls
AX033-V1,AX033,IN-BR,AUTH-AX-IN-BR-EXCISE,"Applicable state excise/prohibition Act, rules and current policy",,"Any proposed liquor possession, supply, manufacture, transport or service; evaluate current prohibition law and narrowly applicable permissions.",,,,,,event_based,Before activity; actual licence/permit conditions govern continued operation.,"{""type"": ""manual_review""}","Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",researched_partial,0,2026-09-15,Bihar prohibition and permitted-activity screening,EXCISE,conduct_restriction,state,industry|location|licence|law_change,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Applicant/entity; premises rights and site particulars; proposed product/activity; current category checklist,https://state.bihar.gov.in/excise/CitizenHome.html,unverified,unverified,unverified,unverified,"Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",https://state.bihar.gov.in/excise/CitizenHome.html
AX034-V1,AX034,IN-WB,AUTH-AX-IN-WB-EXCISE,"West Bengal excise law, rules and current service conditions",,"Manufacturer, wholesaler or retailer within an available licensed category.",,,,,,event_based,Before grant-dependent activity/movement/event; renewal follows current certificate/policy. ,"{""type"": ""manual_review""}","Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",researched_partial,0,2026-09-15,West Bengal excise grant / renewal,EXCISE,mandatory_if_applicable,state,industry|location|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Applicant and licence details; premises/event/product/consignment particulars as applicable; current service checklist,https://excise.wb.gov.in/CommonUser/egovernance.aspx,online,unverified,unverified,conditional,"Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",https://excise.wb.gov.in/CommonUser/egovernance.aspx
AX035-V1,AX035,IN-WB,AUTH-AX-IN-WB-EXCISE,"West Bengal excise law, rules and current service conditions",,Supplier placing a covered liquor brand or label in the state market.,,,,,,event_based,Before grant-dependent activity/movement/event; renewal follows current certificate/policy. ,"{""type"": ""manual_review""}","Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",researched_partial,0,2026-09-15,West Bengal liquor brand / label registration,EXCISE,mandatory_if_applicable,state,industry|transaction|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Applicant and licence details; premises/event/product/consignment particulars as applicable; current service checklist,https://excise.wb.gov.in/CommonUser/egovernance.aspx,online,unverified,unverified,unverified,"Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",https://excise.wb.gov.in/CommonUser/egovernance.aspx
AX036-V1,AX036,IN-WB,AUTH-AX-IN-WB-EXCISE,"West Bengal excise law, rules and current service conditions",,Covered liquor/spirit movement requiring a permit/pass; commodity and origin/destination determine route.,,,,,,event_based,Before grant-dependent activity/movement/event; renewal follows current certificate/policy. ,"{""type"": ""manual_review""}","Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",researched_partial,0,2026-09-15,West Bengal excise import / movement permit,EXCISE,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Applicant and licence details; premises/event/product/consignment particulars as applicable; current service checklist,https://excise.wb.gov.in/CommonUser/egovernance.aspx,online,unverified,unverified,unverified,"Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",https://excise.wb.gov.in/CommonUser/egovernance.aspx
AX037-V1,AX037,IN-WB,AUTH-AX-IN-WB-EXCISE,"West Bengal excise law, rules and current service conditions",,Event/premises seeking temporary liquor-service permission.,,,,,,event_based,Before grant-dependent activity/movement/event; renewal follows current certificate/policy. ,"{""type"": ""manual_review""}","Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",researched_partial,0,2026-09-15,West Bengal temporary bar permission,EXCISE,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Applicant and licence details; premises/event/product/consignment particulars as applicable; current service checklist,https://excise.wb.gov.in/Portal_New_Default.aspx,online,unverified,unverified,unverified,"Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",https://excise.wb.gov.in/Portal_New_Default.aspx
AX038-V1,AX038,IN-AR,AUTH-AX-AR-LAND,Applicable state land/revenue law and current service procedure,,Applicant requiring land possession certification within current service eligibility.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Certificate service is confirmed; exact mandatory documents and physical verification are unresolved. Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15,Arunachal land possession certificate application,LAND_RECORDS,conditional_service,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Parcel and applicant identity; possession/allotment evidence; current checklist,https://services.india.gov.in/service/detail/apply-for-issue-of-land-possession-certificate-arunachal-pradesh-1,unverified,unverified,unverified,unverified,"Certificate service is confirmed; exact mandatory documents and physical verification are unresolved. Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",https://services.india.gov.in/service/detail/apply-for-issue-of-land-possession-certificate-arunachal-pradesh-1
AX039-V1,AX039,IN-ML,AUTH-AX-ML-LAND,Applicable state land/revenue law and current service procedure,,"Covered mutation, inheritance, sale or other record-change case.",,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",Official directory confirms online service; coverage by land tenure and competent office requires verification.,researched_partial,0,2026-09-15,Meghalaya mutation / inheritance record-change application,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Recorded land details; transfer/succession basis; party information,https://www.meghalaya.gov.in/services/content/36145,online,unverified,unverified,unverified,Official directory confirms online service; coverage by land tenure and competent office requires verification.,https://www.meghalaya.gov.in/services/content/36145
AX040-V1,AX040,IN-ML,AUTH-AX-ML-LAND,Applicable state land/revenue law and current service procedure,,"Transfer from tribal to non-tribal or non-tribal to non-tribal within the Act; check definitions, exceptions and area prohibitions.",,,,,,event_based,Obtain required sanction before covered transfer.,"{""type"": ""manual_review""}",Do not equate non-tribal with non-resident. Review current amendments and competent authority for the parcel.,researched_partial,0,2026-09-15,Meghalaya land-transfer prior-sanction review,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Transferor/transferee status; parcel/tenure; proposed instrument; sanction application,https://meghalaya.gov.in/sites/default/files/acts/Land_Transfer_Act.pdf,unverified,unverified,unverified,unverified,Do not equate non-tribal with non-resident. Review current amendments and competent authority for the parcel.,https://meghalaya.gov.in/sites/default/files/acts/Land_Transfer_Act.pdf
AX041-V1,AX041,IN-MZ,AUTH-AX-MZ-LAND,Applicable state land/revenue law and current service procedure,,Covered change to settlement/lease or recorded holding under land revenue rules.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Rule framework only; current fee, forms, exceptions and online availability have not been confirmed.",researched_partial,0,2026-09-15,Mizoram mutation / partition and settlement-record update,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Existing settlement/lease record; transfer/succession/partition basis; parcel details,https://landrevenue.mizoram.gov.in/uploads/attachments/46892c52320cf011549a0e8e392a2ea0/the-mizoram-land-revenue-rules-2013-.pdf,unverified,unverified,unverified,unverified,"Rule framework only; current fee, forms, exceptions and online availability have not been confirmed.",https://landrevenue.mizoram.gov.in/uploads/attachments/46892c52320cf011549a0e8e392a2ea0/the-mizoram-land-revenue-rules-2013-.pdf
AX042-V1,AX042,IN-DL-MCD,AUTH-AX-IN-DL-MCD-MUNICIPAL,Delhi Municipal Corporation law and current annual tax schedule,,Taxable property within MCD jurisdiction; owner/occupier and property category determine liability.,,,,,,event_based,"Use applicable FY schedule, demand and extensions; no generic rebate date is treated as universal due date.","{""type"": ""manual_review""}","MCD only; NDMC, cantonment and other states need independent rules. Separate municipal tax from revenue khajana.",researched_partial,0,2026-09-15,"MCD property-tax assessment, return and payment",MUNICIPAL,mandatory_if_applicable,local,date|transaction|notice,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,"Property ID; use, area and construction particulars; ownership/occupation; assessment and prior payments",https://mcdonline.nic.in/ptrmcd/web/citizen/info?loginActive=R,online,unverified,unverified,unverified,"MCD only; NDMC, cantonment and other states need independent rules. Separate municipal tax from revenue khajana.",https://mcdonline.nic.in/ptrmcd/web/citizen/info?loginActive=R
AX043-V1,AX043,IN-WB,AUTH-AX-IN-WB-PROPERTY_REGISTRATION,West Bengal stamp/registration framework and current registration procedure,,"Proposed instrument for registration in West Bengal; assess property value, deed class and parties.",,,,,,event_based,Before registration/payment; check assessment-slip validity and current rates.,"{""type"": ""manual_review""}","Online assessment step only. Registration completion, originals, witnesses and attendance must be verified separately.",researched_partial,0,2026-09-15,West Bengal deed e-Requisition and stamp assessment,PROPERTY_REGISTRATION,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Deed and party details; land/building valuation particulars; assessment/payment reference,https://wbregistration.gov.in/,online,unverified,unverified,unverified,"Online assessment step only. Registration completion, originals, witnesses and attendance must be verified separately.",https://wbregistration.gov.in/%28S%28yolxckiitgguqggt0ehu1vnp%29%29/writereaddata/Documents/steps%20of%20registration.pdf
