legacy_row_id,input_file,input_row_number,mapped_compliance_id,raw_json
M031,india_compliance_master.csv,32,C031,"{""Department_Entity"": ""MCA/ROC"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""Secretarial Audit (MR-3)"", ""Governing_Law"": ""Companies Act 2013, Sec 204"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Public Ltd (paid-up capital >=Rs50Cr or turnover >=Rs250Cr) & listed companies"", ""Turnover_Applicability"": ""Turnover >=Rs250Cr (Public Ltd)"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Turnover Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""Annexed to Board's Report before AGM"", ""Digital_or_Physical"": ""Physical/hybrid (PCS review)"", ""Official_Website"": ""https://www.icsi.edu"", ""Key_Documents_Required"": ""Statutory registers, filings record, minutes"", ""Penalty_Late_Fee"": ""Penalty under Sec 204(4)"", ""Notes"": ""Only large/listed public companies; private companies generally exempt""}"
M032,india_compliance_master.csv,33,C032,"{""Department_Entity"": ""MCA/ROC"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""LLP Incorporation (FiLLiP)"", ""Governing_Law"": ""LLP Act 2008"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""LLP"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Director/Partner Trigger"", ""Frequency"": ""One-time"", ""Due_Date_Timeline"": ""N/A"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.mca.gov.in"", ""Key_Documents_Required"": ""Partner KYC, DPIN/DIN, LLP agreement, registered office proof"", ""Penalty_Late_Fee"": ""N/A"", ""Notes"": """"}"
M033,india_compliance_master.csv,34,C033,"{""Department_Entity"": ""MCA/ROC"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""LLP Form 11 (Annual Return)"", ""Governing_Law"": ""LLP Act 2008, Sec 35"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""LLP"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""30 May (60 days from FY end)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.mca.gov.in"", ""Key_Documents_Required"": ""Partner details, contribution summary, changes during year"", ""Penalty_Late_Fee"": ""Rs100/day, no upper cap"", ""Notes"": ""CS certification mandatory if contribution >Rs50L or turnover >Rs5Cr""}"
M034,india_compliance_master.csv,35,C034,"{""Department_Entity"": ""MCA/ROC"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""LLP Form 8 (Statement of Account & Solvency)"", ""Governing_Law"": ""LLP Act 2008, Sec 34"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""LLP"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""30-Oct"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.mca.gov.in"", ""Key_Documents_Required"": ""Balance sheet, P&L summary, solvency declaration, MSME creditor disclosure"", ""Penalty_Late_Fee"": ""Rs100/day, no upper cap"", ""Notes"": ""Audit mandatory if turnover >Rs40L or contribution >Rs25L""}"
M035,india_compliance_master.csv,36,C035,"{""Department_Entity"": ""MCA/ROC"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""LLP ITR-5"", ""Governing_Law"": ""Income Tax Act 1961"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""LLP"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""31 July (non-audit); 31 Oct (audit cases)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""Financial statements, partner remuneration/interest details"", ""Penalty_Late_Fee"": ""Late fee u/s 234F + interest u/s 234A/B/C"", ""Notes"": """"}"
M036,india_compliance_master.csv,37,C036,"{""Department_Entity"": ""Registrar of Firms"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""Partnership Firm Registration"", ""Governing_Law"": ""Indian Partnership Act 1932"", ""Jurisdiction"": ""State (varies by state)"", ""Applicable_Entity_Types"": ""Partnership Firm"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Director/Partner Trigger"", ""Frequency"": ""One-time (optional but strongly recommended)"", ""Due_Date_Timeline"": ""Anytime after firm formation"", ""Digital_or_Physical"": ""Hybrid — many states now offer online submission but final certificate/verification is often physical at the district Registrar of Firms office"", ""Official_Website"": ""State Registrar of Firms portal (varies by state, e.g. Maharashtra: rof.maharashtra.gov.in)"", ""Key_Documents_Required"": ""Partnership deed, PAN, address proof, partner ID proof"", ""Penalty_Late_Fee"": ""Unregistered firms cannot sue third parties to enforce contract rights"", ""Notes"": ""Registration is state-subject, not via MCA; process/digitization level varies significantly by state""}"
M037,india_compliance_master.csv,38,C037,"{""Department_Entity"": ""Registrar of Firms"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""Partnership Deed Amendment Intimation"", ""Governing_Law"": ""Indian Partnership Act 1932"", ""Jurisdiction"": ""State (varies by state)"", ""Applicable_Entity_Types"": ""Partnership Firm"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Director/Partner Trigger"", ""Frequency"": ""Event-based"", ""Due_Date_Timeline"": ""Within a reasonable time of change (varies by state)"", ""Digital_or_Physical"": ""Hybrid (varies by state)"", ""Official_Website"": ""State Registrar of Firms portal"", ""Key_Documents_Required"": ""Supplementary deed, amended partner details"", ""Penalty_Late_Fee"": ""Firm's registered status may lapse if not updated"", ""Notes"": """"}"
M038,india_compliance_master.csv,39,C038,"{""Department_Entity"": ""NGO Compliance"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""Trust Deed Registration"", ""Governing_Law"": ""Indian Trusts Act 1882 / State Public Trust Acts"", ""Jurisdiction"": ""State (Sub-Registrar / Charity Commissioner)"", ""Applicable_Entity_Types"": ""NGO (Trust/Society/Section 8)"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Director/Partner Trigger"", ""Frequency"": ""One-time"", ""Due_Date_Timeline"": ""At formation"", ""Digital_or_Physical"": ""Physical (Sub-Registrar office; document + biometric verification generally required)"", ""Official_Website"": ""State Sub-Registrar / Charity Commissioner portal (state-specific)"", ""Key_Documents_Required"": ""Trust deed, settlor/trustee ID & address proof, registered office proof"", ""Penalty_Late_Fee"": ""Trust cannot claim tax exemptions without valid registration"", ""Notes"": ""Public trusts in states like Maharashtra/Gujarat also register with the Charity Commissioner""}"
M039,india_compliance_master.csv,40,C039,"{""Department_Entity"": ""NGO Compliance"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""Society Registration"", ""Governing_Law"": ""Societies Registration Act 1860 (state amendments)"", ""Jurisdiction"": ""State (Registrar of Societies)"", ""Applicable_Entity_Types"": ""NGO (Trust/Society/Section 8)"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Director/Partner Trigger"", ""Frequency"": ""One-time"", ""Due_Date_Timeline"": ""At formation"", ""Digital_or_Physical"": ""Hybrid — several states have moved application intake online, but deed execution/verification is typically physical"", ""Official_Website"": ""State Registrar of Societies portal (state-specific)"", ""Key_Documents_Required"": ""Memorandum of Association, rules & regulations, governing body ID proof"", ""Penalty_Late_Fee"": ""Unregistered society has limited legal standing"", ""Notes"": """"}"
M040,india_compliance_master.csv,41,C040,"{""Department_Entity"": ""NGO Compliance"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""Section 8 Company Incorporation"", ""Governing_Law"": ""Companies Act 2013, Sec 8"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""NGO (Trust/Society/Section 8)"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Director/Partner Trigger"", ""Frequency"": ""One-time"", ""Due_Date_Timeline"": ""N/A"", ""Digital_or_Physical"": ""Digital only (MCA V3 portal)"", ""Official_Website"": ""https://www.mca.gov.in"", ""Key_Documents_Required"": ""MOA/AOA (non-profit objects), director KYC, licence application"", ""Penalty_Late_Fee"": ""N/A"", ""Notes"": ""Requires Central Government (Regional Director) licence in addition to standard incorporation""}"
M041,india_compliance_master.csv,42,C041,"{""Department_Entity"": ""NGO Compliance"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""12A/12AB Registration (Income Tax Exemption)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 12AB"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""NGO (Trust/Society/Section 8)"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""One-time, then renewal every 5 years"", ""Due_Date_Timeline"": ""Renewal application at least 6 months before expiry"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""Trust deed/registration certificate, activity report, financials"", ""Penalty_Late_Fee"": ""Loss of tax-exempt status if not renewed"", ""Notes"": ""Provisional registration for new NGOs valid 3 years""}"
M042,india_compliance_master.csv,43,C042,"{""Department_Entity"": ""NGO Compliance"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""80G Registration (Donor Tax Benefit)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 80G"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""NGO (Trust/Society/Section 8)"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""One-time, then renewal every 5 years"", ""Due_Date_Timeline"": ""Along with/after 12AB renewal"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""12A certificate, activity proof, financials"", ""Penalty_Late_Fee"": ""Donors lose deduction benefit if lapsed"", ""Notes"": """"}"
M043,india_compliance_master.csv,44,C043,"{""Department_Entity"": ""NGO Compliance"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""Form 10B / 10BB (NGO Audit Report)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 12A(1)(b)"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""NGO (Trust/Society/Section 8)"", ""Turnover_Applicability"": ""Mandatory if income before exemption exceeds basic exemption limit"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Turnover Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""30 September (1 month before ITR-7 due date)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""Audited financials, application-of-income statement"", ""Penalty_Late_Fee"": ""Exemption denial for late/non-filing"", ""Notes"": ""Form 10B for larger NGOs, 10BB for smaller ones per prescribed criteria""}"
M044,india_compliance_master.csv,45,C044,"{""Department_Entity"": ""NGO Compliance"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""ITR-7 (NGO Annual Return)"", ""Governing_Law"": ""Income Tax Act 1961"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""NGO (Trust/Society/Section 8)"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""31 October (audit cases)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""Audit report, income & application of funds statement"", ""Penalty_Late_Fee"": ""Late fee u/s 234F"", ""Notes"": """"}"
M045,india_compliance_master.csv,46,C045,"{""Department_Entity"": ""NGO Compliance"", ""Compliance_Category"": ""MCA / ROC"", ""Compliance_Name"": ""FCRA Registration & Annual Return (FC-4)"", ""Governing_Law"": ""Foreign Contribution (Regulation) Act 2010"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""NGO (Trust/Society/Section 8) receiving foreign funds"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""One-time registration + Annual return"", ""Due_Date_Timeline"": ""FC-4 due 31 December each year; registration renewal every 5 years"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://fcraonline.nic.in"", ""Key_Documents_Required"": ""Trust/society deed, 3-year activity report, FCRA-designated bank account (SBI Delhi Main Branch)"", ""Penalty_Late_Fee"": ""Suspension/cancellation of FCRA registration, freezing of funds"", ""Notes"": ""Mandatory only for NGOs receiving foreign contributions/donations""}"
M046,india_compliance_master.csv,47,C046,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""PAN Application"", ""Governing_Law"": ""Income Tax Act 1961"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""All entity types"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Director/Partner Trigger"", ""Frequency"": ""One-time"", ""Due_Date_Timeline"": ""Before first transaction requiring PAN"", ""Digital_or_Physical"": ""Digital (physical verification/biometric in some cases via NSDL/UTIITSL centres)"", ""Official_Website"": ""https://www.incometax.gov.in (also via https://www.protean-tinpan.com)"", ""Key_Documents_Required"": ""Identity proof, address proof, photo (for individuals)"", ""Penalty_Late_Fee"": ""Cannot transact/file returns without PAN"", ""Notes"": """"}"
M047,india_compliance_master.csv,48,C047,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""TAN Application"", ""Governing_Law"": ""Income Tax Act 1961, Sec 203A"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""All entities deducting/collecting TDS/TCS"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Director/Partner Trigger"", ""Frequency"": ""One-time"", ""Due_Date_Timeline"": ""Before first TDS deduction"", ""Digital_or_Physical"": ""Digital"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""PAN of entity, address proof"", ""Penalty_Late_Fee"": ""Rs10,000 penalty for not obtaining TAN when required"", ""Notes"": """"}"
M048,india_compliance_master.csv,49,C048,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""ITR Filing (Non-Audit Cases)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 139(1)"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""Below tax audit threshold"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""31-Jul"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""Form 26AS/AIS, bank statements, P&L, balance sheet, investment proofs"", ""Penalty_Late_Fee"": ""Late fee up to Rs5,000 u/s 234F + interest"", ""Notes"": ""ITR-3/4 for individuals/proprietors, ITR-5 for firms/LLPs, ITR-6 for companies, ITR-7 for NGOs""}"
M049,india_compliance_master.csv,50,C049,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""ITR Filing (Audit Cases)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 139(1)"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""Above tax audit threshold or opted for audit"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Turnover Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""31-Oct"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""Tax audit report (3CA/3CB-3CD), audited financials"", ""Penalty_Late_Fee"": ""Late fee u/s 234F + interest u/s 234A/B/C"", ""Notes"": ""Transfer pricing cases get extended 31 Oct/30 Nov timeline""}"
M050,india_compliance_master.csv,51,C050,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""Tax Audit Report (Form 3CA/3CB + 3CD)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 44AB (Sec 63 under new Income Tax Act 2025)"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""Business: turnover >Rs1Cr (>Rs10Cr if cash receipts & payments each <=5% of total); Profession: gross receipts >Rs50L (>Rs75L if >=95% receipts digital)"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Turnover Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""30 September (general); 31 October for transfer pricing cases"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""Books of accounts, GST reconciliation, MSME payment data (Clause 26A/44)"", ""Penalty_Late_Fee"": ""Rs1,50,000 or 0.5% of turnover, whichever is lower, u/s 271B"", ""Notes"": ""Companies always use Form 3CA; others use 3CB""}"
M051,india_compliance_master.csv,52,C051,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""Transfer Pricing Report (Form 3CEB)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 92E"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Entities with international/specified domestic related-party transactions"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Transaction Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""31-Oct"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""Related-party transaction details, benchmarking study, TP documentation"", ""Penalty_Late_Fee"": ""Rs1,00,000 flat penalty u/s 271BA"", ""Notes"": ""Applies to cross-border group-company transactions""}"
M052,india_compliance_master.csv,53,C052,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""Advance Tax (4 Instalments)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 208-211"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""Estimated annual tax liability >Rs10,000"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Quarterly (4 instalments)"", ""Due_Date_Timeline"": ""15 Jun (15%), 15 Sep (45%), 15 Dec (75%), 15 Mar (100%)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""Estimated income & tax computation"", ""Penalty_Late_Fee"": ""Interest u/s 234B (shortfall) and 234C (deferment)"", ""Notes"": ""Senior citizens with no business income are exempt""}"
M053,india_compliance_master.csv,54,C053,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""TDS Deposit (Monthly Challan)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 200"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd (as deductors)"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Monthly"", ""Due_Date_Timeline"": ""7th of following month (30 Apr for March deductions by non-govt deductors)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.tin-nsdl.com / https://www.incometax.gov.in"", ""Key_Documents_Required"": ""Challan details, deductee-wise TDS computation"", ""Penalty_Late_Fee"": ""Interest 1%-1.5% p.m. u/s 201(1A)"", ""Notes"": """"}"
M054,india_compliance_master.csv,55,C054,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""TDS Return - Form 24Q (Salary)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 200(3) (renumbered Form 138 under new Act)"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd with employees"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Quarterly"", ""Due_Date_Timeline"": ""31 Jul, 31 Oct, 31 Jan, 31 May (Q4)"", ""Digital_or_Physical"": ""Digital only (TRACES/e-filing)"", ""Official_Website"": ""https://www.tdscpc.gov.in"", ""Key_Documents_Required"": ""Salary TDS computation, PAN of employees"", ""Penalty_Late_Fee"": ""Rs200/day u/s 234E (capped at TDS amount) + Rs10,000-1,00,000 u/s 271H"", ""Notes"": """"}"
M055,india_compliance_master.csv,56,C055,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""TDS Return - Form 26Q (Non-Salary, Resident)"", ""Governing_Law"": ""Income Tax Act 1961 (renumbered Form 140)"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Quarterly"", ""Due_Date_Timeline"": ""31 Jul, 31 Oct, 31 Jan, 31 May (Q4)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.tdscpc.gov.in"", ""Key_Documents_Required"": ""Vendor/contractor TDS details, PAN"", ""Penalty_Late_Fee"": ""Rs200/day u/s 234E"", ""Notes"": ""Covers TDS on rent, professional fees, contractor payments etc.""}"
M056,india_compliance_master.csv,57,C056,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""TDS Return - Form 27Q (Non-Resident Payments)"", ""Governing_Law"": ""Income Tax Act 1961 (renumbered Form 139)"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Entities making payments to non-residents"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Quarterly"", ""Due_Date_Timeline"": ""31 Jul, 31 Oct, 31 Jan, 31 May (Q4)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.tdscpc.gov.in"", ""Key_Documents_Required"": ""Form 15CA/15CB, DTAA documentation"", ""Penalty_Late_Fee"": ""Rs200/day u/s 234E"", ""Notes"": """"}"
M057,india_compliance_master.csv,58,C057,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""TCS Return - Form 27EQ"", ""Governing_Law"": ""Income Tax Act 1961, Sec 206C"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Entities collecting TCS (e-commerce, scrap dealers, large sellers etc.)"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Quarterly"", ""Due_Date_Timeline"": ""31 Jul, 31 Oct, 31 Jan, 31 May (Q4)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.tdscpc.gov.in"", ""Key_Documents_Required"": ""TCS collection details"", ""Penalty_Late_Fee"": ""Rs200/day u/s 234E"", ""Notes"": """"}"
M058,india_compliance_master.csv,59,C058,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""Form 16 (Salary TDS Certificate)"", ""Governing_Law"": ""Income Tax Act 1961, Rule 31"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Employers"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""15-Jun"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.tdscpc.gov.in"", ""Key_Documents_Required"": ""Generated from TRACES after Q4 Form 24Q filing"", ""Penalty_Late_Fee"": ""Rs100/day per certificate"", ""Notes"": """"}"
M059,india_compliance_master.csv,60,C059,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""Form 16A (Non-Salary TDS Certificate)"", ""Governing_Law"": ""Income Tax Act 1961, Rule 31"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Quarterly"", ""Due_Date_Timeline"": ""Within 15 days of quarterly TDS return due date"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.tdscpc.gov.in"", ""Key_Documents_Required"": ""Generated from TRACES"", ""Penalty_Late_Fee"": ""Rs100/day per certificate"", ""Notes"": """"}"
M060,india_compliance_master.csv,61,C060,"{""Department_Entity"": ""Income Tax"", ""Compliance_Category"": ""Income Tax & TDS"", ""Compliance_Name"": ""Form 26QB (TDS on Property Purchase)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 194-IA"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Buyers of immovable property >=Rs50L"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Transaction Trigger"", ""Frequency"": ""Event-based"", ""Due_Date_Timeline"": ""Within 30 days from end of month of payment"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.tin-nsdl.com"", ""Key_Documents_Required"": ""Sale deed, seller PAN, payment details"", ""Penalty_Late_Fee"": ""Interest + late fee u/s 234E"", ""Notes"": ""1% TDS on property transactions above threshold""}"
