coverage_id,jurisdiction_id,topic,applicability_status,authority_url,application_url,source_id,coverage_status,next_verification,legacy_row_id,linked_rule_ids,filing_mode,physical_submission,applicant_visit,inspection,testing_or_notarisation,documents,procedure_urls
DN-rera,IN-DN,rera,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
DN-psara,IN-DN,psara,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
DN-state_food_safety,IN-DN,state_food_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
DN-groundwater,IN-DN,groundwater,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
DN-boilers,IN-DN,boilers,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",,,unverified,unverified,unverified,unverified,unverified,,
DL-professional_tax,IN-DL,professional_tax,legacy_claim_unverified,https://www.nsws.gov.in/state-list,,NSWS,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.,S003,,unverified,unverified,unverified,unverified,unverified,,
DL-shops_establishments,IN-DL,shops_establishments,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-labour_welfare_fund,IN-DL,labour_welfare_fund,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-factory_licensing,IN-DL,factory_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-pollution_cte,IN-DL,pollution_cte,requires_activity_and_local_law_review,http://www.dpcc.delhigovt.nic.in/indexdup.php,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-pollution_cto,IN-DL,pollution_cto,requires_activity_and_local_law_review,http://www.dpcc.delhigovt.nic.in/indexdup.php,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-hazardous_waste,IN-DL,hazardous_waste,requires_activity_and_local_law_review,http://www.dpcc.delhigovt.nic.in/indexdup.php,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-fire_safety,IN-DL,fire_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-municipal_trade,IN-DL,municipal_trade,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,MCD_GTL,partial_rule_research,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S003,S-DL-MCD-GTL-V1,online,unverified,unverified,unverified,unverified,Trade category; premises/constitution/storage information; applicable uploaded supporting documents,https://mcdonline.nic.in/gtlmcd
DL-building_occupancy,IN-DL,building_occupancy,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S003,,unverified,unverified,unverified,unverified,unverified,,
DL-state_drug_licensing,IN-DL,state_drug_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-excise,IN-DL,excise,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-legal_metrology,IN-DL,legal_metrology,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-rera,IN-DL,rera,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-psara,IN-DL,psara,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-state_food_safety,IN-DL,state_food_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-groundwater,IN-DL,groundwater,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S003,,unverified,unverified,unverified,unverified,unverified,,
DL-boilers,IN-DL,boilers,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S003,,unverified,unverified,unverified,unverified,unverified,,
GA-professional_tax,IN-GA,professional_tax,legacy_claim_unverified,https://www.nsws.gov.in/state-list,,NSWS,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.,S021,,unverified,unverified,unverified,unverified,unverified,,
GA-shops_establishments,IN-GA,shops_establishments,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S021,,unverified,unverified,unverified,unverified,unverified,,
GA-labour_welfare_fund,IN-GA,labour_welfare_fund,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S021,,unverified,unverified,unverified,unverified,unverified,,
GA-factory_licensing,IN-GA,factory_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S021,,unverified,unverified,unverified,unverified,unverified,,
GA-pollution_cte,IN-GA,pollution_cte,requires_activity_and_local_law_review,https://goaspcb.gov.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S021,,unverified,unverified,unverified,unverified,unverified,,
GA-pollution_cto,IN-GA,pollution_cto,requires_activity_and_local_law_review,https://goaspcb.gov.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S021,,unverified,unverified,unverified,unverified,unverified,,
GA-hazardous_waste,IN-GA,hazardous_waste,requires_activity_and_local_law_review,https://goaspcb.gov.in/,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S021,,unverified,unverified,unverified,unverified,unverified,,
GA-fire_safety,IN-GA,fire_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S021,,unverified,unverified,unverified,unverified,unverified,,
GA-municipal_trade,IN-GA,municipal_trade,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S021,,unverified,unverified,unverified,unverified,unverified,,
GA-building_occupancy,IN-GA,building_occupancy,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S021,,unverified,unverified,unverified,unverified,unverified,,
GA-state_drug_licensing,IN-GA,state_drug_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S021,,unverified,unverified,unverified,unverified,unverified,,
GA-excise,IN-GA,excise,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S021,,unverified,unverified,unverified,unverified,unverified,,
GA-legal_metrology,IN-GA,legal_metrology,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,GOA_LM,partial_rule_research,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S021,S-GA-LM-REG-V1,online,unverified,unverified,unverified,unverified,Entity and premises particulars; packing/product and authorisation records,https://clm.goa.gov.in/service/registration-of-manufacturer-packer-importer/
GA-rera,IN-GA,rera,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S021,,unverified,unverified,unverified,unverified,unverified,,
GA-psara,IN-GA,psara,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S021,,unverified,unverified,unverified,unverified,unverified,,
GA-state_food_safety,IN-GA,state_food_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S021,,unverified,unverified,unverified,unverified,unverified,,
GA-groundwater,IN-GA,groundwater,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S021,,unverified,unverified,unverified,unverified,unverified,,
GA-boilers,IN-GA,boilers,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S021,,unverified,unverified,unverified,unverified,unverified,,
GJ-professional_tax,IN-GJ,professional_tax,legacy_claim_unverified,https://www.nsws.gov.in/state-list,,NSWS,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.,S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-shops_establishments,IN-GJ,shops_establishments,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-labour_welfare_fund,IN-GJ,labour_welfare_fund,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-factory_licensing,IN-GJ,factory_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-pollution_cte,IN-GJ,pollution_cte,requires_activity_and_local_law_review,http://gpcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-pollution_cto,IN-GJ,pollution_cto,requires_activity_and_local_law_review,http://gpcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-hazardous_waste,IN-GJ,hazardous_waste,requires_activity_and_local_law_review,http://gpcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-fire_safety,IN-GJ,fire_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-municipal_trade,IN-GJ,municipal_trade,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-building_occupancy,IN-GJ,building_occupancy,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-state_drug_licensing,IN-GJ,state_drug_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-excise,IN-GJ,excise,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-legal_metrology,IN-GJ,legal_metrology,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-rera,IN-GJ,rera,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-psara,IN-GJ,psara,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-state_food_safety,IN-GJ,state_food_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-groundwater,IN-GJ,groundwater,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S008,,unverified,unverified,unverified,unverified,unverified,,
GJ-boilers,IN-GJ,boilers,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S008,,unverified,unverified,unverified,unverified,unverified,,
HR-professional_tax,IN-HR,professional_tax,legacy_claim_unverified,https://www.nsws.gov.in/state-list,,NSWS,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.,S017,,unverified,unverified,unverified,unverified,unverified,,
HR-shops_establishments,IN-HR,shops_establishments,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-labour_welfare_fund,IN-HR,labour_welfare_fund,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-factory_licensing,IN-HR,factory_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-pollution_cte,IN-HR,pollution_cte,requires_activity_and_local_law_review,http://hspcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-pollution_cto,IN-HR,pollution_cto,requires_activity_and_local_law_review,http://hspcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-hazardous_waste,IN-HR,hazardous_waste,requires_activity_and_local_law_review,http://hspcb.gov.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-fire_safety,IN-HR,fire_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-municipal_trade,IN-HR,municipal_trade,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S017,,unverified,unverified,unverified,unverified,unverified,,
HR-building_occupancy,IN-HR,building_occupancy,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S017,,unverified,unverified,unverified,unverified,unverified,,
HR-state_drug_licensing,IN-HR,state_drug_licensing,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-excise,IN-HR,excise,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-legal_metrology,IN-HR,legal_metrology,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-rera,IN-HR,rera,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-psara,IN-HR,psara,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-state_food_safety,IN-HR,state_food_safety,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-groundwater,IN-HR,groundwater,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S017,,unverified,unverified,unverified,unverified,unverified,,
HR-boilers,IN-HR,boilers,requires_activity_and_local_law_review,https://www.nsws.gov.in/state-list,,NSWS,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S017,,unverified,unverified,unverified,unverified,unverified,,
HP-professional_tax,IN-HP,professional_tax,legacy_claim_unverified,https://emerginghimachal.hp.gov.in/,,HP_SW,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.,S019,,unverified,unverified,unverified,unverified,unverified,,
HP-shops_establishments,IN-HP,shops_establishments,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-labour_welfare_fund,IN-HP,labour_welfare_fund,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-factory_licensing,IN-HP,factory_licensing,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-pollution_cte,IN-HP,pollution_cte,requires_activity_and_local_law_review,http://hppcb.nic.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-pollution_cto,IN-HP,pollution_cto,requires_activity_and_local_law_review,http://hppcb.nic.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-hazardous_waste,IN-HP,hazardous_waste,requires_activity_and_local_law_review,http://hppcb.nic.in,,CPCB_DIR,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-fire_safety,IN-HP,fire_safety,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-municipal_trade,IN-HP,municipal_trade,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S019,,unverified,unverified,unverified,unverified,unverified,,
HP-building_occupancy,IN-HP,building_occupancy,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.,S019,,unverified,unverified,unverified,unverified,unverified,,
HP-state_drug_licensing,IN-HP,state_drug_licensing,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-excise,IN-HP,excise,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-legal_metrology,IN-HP,legal_metrology,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-rera,IN-HP,rera,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-psara,IN-HP,psara,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-state_food_safety,IN-HP,state_food_safety,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-groundwater,IN-HP,groundwater,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S019,,unverified,unverified,unverified,unverified,unverified,,
HP-boilers,IN-HP,boilers,requires_activity_and_local_law_review,https://emerginghimachal.hp.gov.in/,,HP_SW,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available.",S019,,unverified,unverified,unverified,unverified,unverified,,
