item_id,item_type,reference_id,status,work_required
COV-OD-boilers,state_topic,OD-boilers,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PY-professional_tax,state_topic,PY-professional_tax,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.
COV-PY-shops_establishments,state_topic,PY-shops_establishments,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PY-labour_welfare_fund,state_topic,PY-labour_welfare_fund,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PY-factory_licensing,state_topic,PY-factory_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PY-pollution_cte,state_topic,PY-pollution_cte,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-PY-pollution_cto,state_topic,PY-pollution_cto,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-PY-hazardous_waste,state_topic,PY-hazardous_waste,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-PY-fire_safety,state_topic,PY-fire_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PY-municipal_trade,state_topic,PY-municipal_trade,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-PY-building_occupancy,state_topic,PY-building_occupancy,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-PY-state_drug_licensing,state_topic,PY-state_drug_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PY-excise,state_topic,PY-excise,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PY-legal_metrology,state_topic,PY-legal_metrology,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PY-rera,state_topic,PY-rera,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PY-psara,state_topic,PY-psara,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PY-state_food_safety,state_topic,PY-state_food_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PY-groundwater,state_topic,PY-groundwater,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PY-boilers,state_topic,PY-boilers,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PB-professional_tax,state_topic,PB-professional_tax,partial_rule_research,"Verify current schedule, employer versus own-account liability, exemptions, registration time, payment and return dates. This does not mean every entity owes tax."
COV-PB-shops_establishments,state_topic,PB-shops_establishments,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PB-labour_welfare_fund,state_topic,PB-labour_welfare_fund,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PB-factory_licensing,state_topic,PB-factory_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PB-pollution_cte,state_topic,PB-pollution_cte,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-PB-pollution_cto,state_topic,PB-pollution_cto,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-PB-hazardous_waste,state_topic,PB-hazardous_waste,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-PB-fire_safety,state_topic,PB-fire_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PB-municipal_trade,state_topic,PB-municipal_trade,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-PB-building_occupancy,state_topic,PB-building_occupancy,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-PB-state_drug_licensing,state_topic,PB-state_drug_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PB-excise,state_topic,PB-excise,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PB-legal_metrology,state_topic,PB-legal_metrology,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PB-rera,state_topic,PB-rera,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PB-psara,state_topic,PB-psara,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PB-state_food_safety,state_topic,PB-state_food_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PB-groundwater,state_topic,PB-groundwater,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-PB-boilers,state_topic,PB-boilers,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-RJ-professional_tax,state_topic,RJ-professional_tax,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.
COV-RJ-shops_establishments,state_topic,RJ-shops_establishments,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-RJ-labour_welfare_fund,state_topic,RJ-labour_welfare_fund,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-RJ-factory_licensing,state_topic,RJ-factory_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-RJ-pollution_cte,state_topic,RJ-pollution_cte,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-RJ-pollution_cto,state_topic,RJ-pollution_cto,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-RJ-hazardous_waste,state_topic,RJ-hazardous_waste,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-RJ-fire_safety,state_topic,RJ-fire_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-RJ-municipal_trade,state_topic,RJ-municipal_trade,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-RJ-building_occupancy,state_topic,RJ-building_occupancy,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-RJ-state_drug_licensing,state_topic,RJ-state_drug_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-RJ-excise,state_topic,RJ-excise,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-RJ-legal_metrology,state_topic,RJ-legal_metrology,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-RJ-rera,state_topic,RJ-rera,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-RJ-psara,state_topic,RJ-psara,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-RJ-state_food_safety,state_topic,RJ-state_food_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-RJ-groundwater,state_topic,RJ-groundwater,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-RJ-boilers,state_topic,RJ-boilers,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-SK-professional_tax,state_topic,SK-professional_tax,levy_or_service_evidenced,"Verify current schedule, employer versus own-account liability, exemptions, registration time, payment and return dates. This does not mean every entity owes tax."
COV-SK-shops_establishments,state_topic,SK-shops_establishments,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-SK-labour_welfare_fund,state_topic,SK-labour_welfare_fund,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-SK-factory_licensing,state_topic,SK-factory_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-SK-pollution_cte,state_topic,SK-pollution_cte,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-SK-pollution_cto,state_topic,SK-pollution_cto,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-SK-hazardous_waste,state_topic,SK-hazardous_waste,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-SK-fire_safety,state_topic,SK-fire_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-SK-municipal_trade,state_topic,SK-municipal_trade,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-SK-building_occupancy,state_topic,SK-building_occupancy,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-SK-state_drug_licensing,state_topic,SK-state_drug_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-SK-excise,state_topic,SK-excise,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-SK-legal_metrology,state_topic,SK-legal_metrology,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-SK-rera,state_topic,SK-rera,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-SK-psara,state_topic,SK-psara,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-SK-state_food_safety,state_topic,SK-state_food_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-SK-groundwater,state_topic,SK-groundwater,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-SK-boilers,state_topic,SK-boilers,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TN-professional_tax,state_topic,TN-professional_tax,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.
COV-TN-shops_establishments,state_topic,TN-shops_establishments,partial_rule_research,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TN-labour_welfare_fund,state_topic,TN-labour_welfare_fund,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TN-factory_licensing,state_topic,TN-factory_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TN-pollution_cte,state_topic,TN-pollution_cte,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-TN-pollution_cto,state_topic,TN-pollution_cto,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-TN-hazardous_waste,state_topic,TN-hazardous_waste,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-TN-fire_safety,state_topic,TN-fire_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TN-municipal_trade,state_topic,TN-municipal_trade,partial_rule_research,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-TN-building_occupancy,state_topic,TN-building_occupancy,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-TN-state_drug_licensing,state_topic,TN-state_drug_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TN-excise,state_topic,TN-excise,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TN-legal_metrology,state_topic,TN-legal_metrology,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TN-rera,state_topic,TN-rera,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TN-psara,state_topic,TN-psara,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TN-state_food_safety,state_topic,TN-state_food_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TN-groundwater,state_topic,TN-groundwater,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TN-boilers,state_topic,TN-boilers,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TG-professional_tax,state_topic,TG-professional_tax,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.
COV-TG-shops_establishments,state_topic,TG-shops_establishments,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TG-labour_welfare_fund,state_topic,TG-labour_welfare_fund,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TG-factory_licensing,state_topic,TG-factory_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TG-pollution_cte,state_topic,TG-pollution_cte,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-TG-pollution_cto,state_topic,TG-pollution_cto,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-TG-hazardous_waste,state_topic,TG-hazardous_waste,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-TG-fire_safety,state_topic,TG-fire_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TG-municipal_trade,state_topic,TG-municipal_trade,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-TG-building_occupancy,state_topic,TG-building_occupancy,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-TG-state_drug_licensing,state_topic,TG-state_drug_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TG-excise,state_topic,TG-excise,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TG-legal_metrology,state_topic,TG-legal_metrology,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TG-rera,state_topic,TG-rera,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TG-psara,state_topic,TG-psara,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TG-state_food_safety,state_topic,TG-state_food_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TG-groundwater,state_topic,TG-groundwater,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TG-boilers,state_topic,TG-boilers,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TR-professional_tax,state_topic,TR-professional_tax,levy_or_service_evidenced,"Verify current schedule, employer versus own-account liability, exemptions, registration time, payment and return dates. This does not mean every entity owes tax."
COV-TR-shops_establishments,state_topic,TR-shops_establishments,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TR-labour_welfare_fund,state_topic,TR-labour_welfare_fund,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TR-factory_licensing,state_topic,TR-factory_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TR-pollution_cte,state_topic,TR-pollution_cte,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-TR-pollution_cto,state_topic,TR-pollution_cto,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-TR-hazardous_waste,state_topic,TR-hazardous_waste,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-TR-fire_safety,state_topic,TR-fire_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TR-municipal_trade,state_topic,TR-municipal_trade,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-TR-building_occupancy,state_topic,TR-building_occupancy,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-TR-state_drug_licensing,state_topic,TR-state_drug_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TR-excise,state_topic,TR-excise,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TR-legal_metrology,state_topic,TR-legal_metrology,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TR-rera,state_topic,TR-rera,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TR-psara,state_topic,TR-psara,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TR-state_food_safety,state_topic,TR-state_food_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TR-groundwater,state_topic,TR-groundwater,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-TR-boilers,state_topic,TR-boilers,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UP-professional_tax,state_topic,UP-professional_tax,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.
COV-UP-shops_establishments,state_topic,UP-shops_establishments,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UP-labour_welfare_fund,state_topic,UP-labour_welfare_fund,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UP-factory_licensing,state_topic,UP-factory_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UP-pollution_cte,state_topic,UP-pollution_cte,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-UP-pollution_cto,state_topic,UP-pollution_cto,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-UP-hazardous_waste,state_topic,UP-hazardous_waste,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-UP-fire_safety,state_topic,UP-fire_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UP-municipal_trade,state_topic,UP-municipal_trade,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-UP-building_occupancy,state_topic,UP-building_occupancy,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-UP-state_drug_licensing,state_topic,UP-state_drug_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UP-excise,state_topic,UP-excise,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UP-legal_metrology,state_topic,UP-legal_metrology,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UP-rera,state_topic,UP-rera,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UP-psara,state_topic,UP-psara,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UP-state_food_safety,state_topic,UP-state_food_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UP-groundwater,state_topic,UP-groundwater,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UP-boilers,state_topic,UP-boilers,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UK-professional_tax,state_topic,UK-professional_tax,imported_unverified,Original Yes/No retained in legacy_rows only; verify present levy/exemptions from current official law. A missing portal is not evidence of non-levy.
COV-UK-shops_establishments,state_topic,UK-shops_establishments,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UK-labour_welfare_fund,state_topic,UK-labour_welfare_fund,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UK-factory_licensing,state_topic,UK-factory_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UK-pollution_cte,state_topic,UK-pollution_cte,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-UK-pollution_cto,state_topic,UK-pollution_cto,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-UK-hazardous_waste,state_topic,UK-hazardous_waste,authority_directory_confirmed,"Check current industrial classification, consent exemptions, state form/fee/validity, renewal deadline, inspections and operating application endpoint."
COV-UK-fire_safety,state_topic,UK-fire_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UK-municipal_trade,state_topic,UK-municipal_trade,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-UK-building_occupancy,state_topic,UK-building_occupancy,discovery_only,Resolve municipality/panchayat/development authority and premises use. One city example cannot establish state-wide obligations or online completion.
COV-UK-state_drug_licensing,state_topic,UK-state_drug_licensing,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UK-excise,state_topic,UK-excise,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UK-legal_metrology,state_topic,UK-legal_metrology,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UK-rera,state_topic,UK-rera,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UK-psara,state_topic,UK-psara,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UK-state_food_safety,state_topic,UK-state_food_safety,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UK-groundwater,state_topic,UK-groundwater,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
COV-UK-boilers,state_topic,UK-boilers,discovery_only,"Identify competent authority, operative statute/rules, exact triggers, due dates, documents, live application and physical steps. Directory inclusion does not prove this service is available."
