process_id,rule_id,application_url,url_role,filing_mode,physical_submission,applicant_visit,inspection,testing_or_notarisation,process_notes,verification_status
N026-V1-PROCESS,N026-V1,https://firms.rbi.org.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N027-V1-PROCESS,N027-V1,https://firms.rbi.org.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N028-V1-PROCESS,N028-V1,https://consumeraffairs.nic.in/sites/default/files/file-uploads/latestnews/LM_FAQs.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,unverified
N029-V1-PROCESS,N029-V1,https://consumeraffairs.gov.in/pages/legal-metrology-overview,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,unverified
N030-V1-PROCESS,N030-V1,https://consumeraffairs.gov.in/pages/legal-metrology-overview,application_or_guidance,unverified,unverified,unverified,conditional,conditional,Instrument examination/testing can require physical activity even if booking/payment is online.,unverified
N031-V1-PROCESS,N031-V1,https://www.bis.gov.in/product-certification/products-under-compulsory-certification/?lang=en,application_or_guidance,unverified,unverified,unverified,conditional,conditional,Products outside compulsory orders may have voluntary certification; do not make BIS universal.,unverified
N032-V1-PROCESS,N032-V1,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,application_or_guidance,unverified,unverified,unverified,conditional,conditional,Filing channel and physical requirements require independent evidence.,unverified
N033-V1-PROCESS,N033-V1,https://www.cdsco.gov.in/opencms/opencms/en/IT-cell/,application_or_guidance,online,unverified,unverified,conditional,conditional,CDSCO SUGAM covers specified central applications; state sale/manufacture licensing must be separately resolved.,researched_partial
N034-V1-PROCESS,N034-V1,https://www.cdsco.gov.in/opencms/opencms/en/Medical-Device-Diagnostics/Medical-Device-Diagnostics/,application_or_guidance,online,unverified,unverified,conditional,conditional,Filing channel and physical requirements require independent evidence.,researched_partial
N035-V1-PROCESS,N035-V1,https://www.cdsco.gov.in/opencms/en/Cosmetics/cosmetics/,application_or_guidance,online,unverified,unverified,conditional,conditional,Filing channel and physical requirements require independent evidence.,researched_partial
N036-V1-PROCESS,N036-V1,https://www.peso.gov.in/,application_or_guidance,online,unverified,unverified,conditional,conditional,PESO FAQ routes applications via NSWS/PESO; physical site examination and certificates depend on licence class.,researched_partial
N037-V1-PROCESS,N037-V1,https://www.cert-in.org.in/PDF/CERT-In_Directions_70B_28.04.2022.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,unverified
N038-V1-PROCESS,N038-V1,https://www.cert-in.org.in/PDF/CERT-In_Directions_70B_28.04.2022.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,unverified
N039-V1-PROCESS,N039-V1,https://www.meity.gov.in/documents/act-and-policies/digital-personal-data-protection-rules-2025-gDOxUjMtQWa?pageTitle=Digital-Personal-Data-Protection-Rules-2025,application_or_guidance,unverified,unverified,unverified,unverified,unverified,"This is a transition review, not a finding that all DPDP duties are already in force.",unverified
N040-V1-PROCESS,N040-V1,https://parivahan.gov.in/,application_or_guidance,unverified,unverified,unverified,conditional,unverified,Filing channel and physical requirements require independent evidence.,unverified
N041-V1-PROCESS,N041-V1,https://parivahan.gov.in/,application_or_guidance,online_with_physical_step,unverified,unverified,required,unverified,Online application/payment is only part of fitness certification; vehicle testing is a physical step. Applicant personal attendance is a separate question.,researched_partial
N042-V1-PROCESS,N042-V1,https://eservices.dot.gov.in/,application_or_guidance,online,unverified,unverified,unverified,conditional,Do not equate licence-exempt spectrum with equipment-approval exemption.,researched_partial
N043-V1-PROCESS,N043-V1,https://eservices.dot.gov.in/authorisation-portal,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
N044-V1-PROCESS,N044-V1,https://www.dgms.gov.in/,application_or_guidance,unverified,unverified,unverified,conditional,unverified,Filing channel and physical requirements require independent evidence.,unverified
N045-V1-PROCESS,N045-V1,https://www.cgg.gov.in/it_project/comprehensive-registration-of-pesticides-crop/,application_or_guidance,online,unverified,unverified,unverified,conditional,Government implementation source establishes CROP system; exact current checklist not independently checked.,researched_partial
N046-V1-PROCESS,N046-V1,https://pqms.cgg.gov.in/pqms-angular/login,application_or_guidance,online,unverified,unverified,conditional,conditional,Filing channel and physical requirements require independent evidence.,researched_partial
N047-V1-PROCESS,N047-V1,https://psara.gov.in/,application_or_guidance,online,unverified,unverified,conditional,unverified,State controlling authority grants licence; antecedent checks and training arrangements are separate from uploading application.,researched_partial
N048-V1-PROCESS,N048-V1,https://rera.kerala.gov.in/storage/documents/195.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Source is Kerala-specific; its interpretation is not asserted as a verified rule for every state.,unverified
N049-V1-PROCESS,N049-V1,https://labour.gov.in/sites/default/files/pib2209767.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,A commencement announcement alone does not verify every threshold or state procedural rule.,unverified
S-PB-PSDT-REG-V1-PROCESS,S-PB-PSDT-REG-V1,https://psdt.punjab.gov.in/register,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
S-PB-PSDT-ELECT-V1-PROCESS,S-PB-PSDT-ELECT-V1,https://psdt.punjab.gov.in/,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Optional payment method; do not treat these dates as the universal employer return schedule.,unverified
S-MH-PT-REG-V1-PROCESS,S-MH-PT-REG-V1,https://www.mahagst.gov.in/user-registration/pt,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial
S-KA-PT-REG-V1-PROCESS,S-KA-PT-REG-V1,https://ptax.karnataka.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial
S-MN-PT-REG-V1-PROCESS,S-MN-PT-REG-V1,https://professionaltax.mn.gov.in/Default.aspx,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial
S-NL-PT-REG-V1-PROCESS,S-NL-PT-REG-V1,https://taxsoft-ngl.nic.in/Ptaxnagaland/TaxPayer/Schedule,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial
S-ML-PT-REG-V1-PROCESS,S-ML-PT-REG-V1,https://megtaxation.nic.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial
S-WB-PT-ENROL-V1-PROCESS,S-WB-PT-ENROL-V1,https://professiontax.wb.gov.in/new-enrol/enrol-landing,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
S-WB-PT-RETURN-V1-PROCESS,S-WB-PT-RETURN-V1,https://comtax.wb.gov.in/,application_or_guidance,online,not_required,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
S-TN-SHOPS-REG-V1-PROCESS,S-TN-SHOPS-REG-V1,https://labour.tn.gov.in/services/shop-establishments/registration,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
S-AN-SHOPS-V1-PROCESS,S-AN-SHOPS-V1,https://labour.and.nic.in/labour/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
S-GA-LM-REG-V1-PROCESS,S-GA-LM-REG-V1,https://clm.goa.gov.in/service/registration-of-manufacturer-packer-importer/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
S-LA-CTE-V1-PROCESS,S-LA-CTE-V1,https://www.ldocmms.nic.in/,application_or_guidance,online,not_required,unverified,conditional,unverified,Official launch describes paperless consent applications; not an exemption from premises inspections.,researched_partial
S-LA-CTO-V1-PROCESS,S-LA-CTO-V1,https://www.ldocmms.nic.in/,application_or_guidance,online,not_required,unverified,conditional,unverified,Official launch describes paperless consent applications; not an exemption from premises inspections.,researched_partial
S-ML-EXCISE-V1-PROCESS,S-ML-EXCISE-V1,https://invest.meghalaya.gov.in/InformationWizard.aspx,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,unverified
S-KL-RERA-V1-PROCESS,S-KL-RERA-V1,https://rera.kerala.gov.in/storage/documents/195.pdf,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,unverified
S-DL-MCD-GTL-V1-PROCESS,S-DL-MCD-GTL-V1,https://mcdonline.nic.in/gtlmcd,application_or_guidance,online,unverified,unverified,unverified,unverified,SOP provides online payment and applicant-generated licence. Absence of all inspection or original-document requirements is not verified.,researched_partial
S-TN-GCC-TRADE-V1-PROCESS,S-TN-GCC-TRADE-V1,https://chennaicorporation.gov.in/gcc/online-services/trade-license/,application_or_guidance,online_or_assisted,unverified,unverified,conditional,unverified,Published SOP allows online and assisted/office routes. Historic checklists should be checked against current service class.,researched_partial
IF001-V1-PROCESS,IF001-V1,https://flair.rbi.org.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
IF002-V1-PROCESS,IF002-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Do not activate from current turnover alone. Rule 9B transition and changed small-company status need separate legal review.,researched_partial
IF003-V1-PROCESS,IF003-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
IF004-V1-PROCESS,IF004-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Legal filer is the auditor, not automatically the company or its director.",researched_partial
IF005-V1-PROCESS,IF005-V1,https://www.dgft.gov.in/CP/index.jsp?opt=e-rcmc,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
IF006-V1-PROCESS,IF006-V1,https://www.niti.gov.in/divisions/cell/voluntary-action-cell,application_or_guidance,online,unverified,unverified,unverified,unverified,Guidance URL; follow NITI current portal link. Do not assume Darpan substitutes for CSR-1 or tax registration.,researched_partial
IF007-V1-PROCESS,IF007-V1,https://www.gst.gov.in/,application_or_guidance,unverified,unverified,unverified,unverified,unverified,Government entry point supplied; specific cancellation workflow still needs direct procedure verification.,unverified
IF008-V1-PROCESS,IF008-V1,https://www.gst.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
IF009-V1-PROCESS,IF009-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,conditional,Execution of declarations and any notarisation remain separate from online submission.,researched_partial
IF010-V1-PROCESS,IF010-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,conditional,Section 8 and regulated-company restrictions require review; candidate entity mapping is not approval of eligibility.,researched_partial
IF011-V1-PROCESS,IF011-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Detailed current MSC-1 checklist remains indicative.,researched_partial
IF012-V1-PROCESS,IF012-V1,https://www.mca.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,"Legacy instruction kit supports deadline, not proof every current portal screen is unchanged.",researched_partial
IF013-V1-PROCESS,IF013-V1,https://ipindia.gov.in/pages/e-services,application_or_guidance,online,unverified,conditional,unverified,conditional,Hearings and affidavit requirements are case-specific; online filing is not a no-physical-step guarantee.,researched_partial
IF014-V1-PROCESS,IF014-V1,https://ipindia.gov.in/pages/e-services,application_or_guidance,online,unverified,conditional,unverified,conditional,Filing channel and physical requirements require independent evidence.,researched_partial
IF015-V1-PROCESS,IF015-V1,https://www.nsws.gov.in/,application_or_guidance,online,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,researched_partial
IF016-V1-PROCESS,IF016-V1,https://www.mca.gov.in/,application_or_guidance,hybrid_case_dependent,unverified,conditional,unverified,conditional,MCA is the order-filing route; tribunal petition and hearing procedure are separate.,researched_partial
