document_id,rule_id,document_name,entry_kind,requirement_status,condition_text,source_id
S-KL-RERA-V1-DOC,S-KL-RERA-V1,Project/title/approval particulars; promoter and financial information; current authority checklist,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
S-DL-MCD-GTL-V1-DOC,S-DL-MCD-GTL-V1,Trade category; premises/constitution/storage information; applicable uploaded supporting documents,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
S-TN-GCC-TRADE-V1-DOC,S-TN-GCC-TRADE-V1,Applicant identity; premises rental agreement/property-tax receipt; photographs; further category-specific documents may be requested,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF001-V1-DOC,IF001-V1,Financial statements; investment/shareholding data; FLAIR verification and authority letters for registration,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF002-V1-DOC,IF002-V1,ISIN and depository balances; issued/listed/physical/demat capital reconciliation; professional certification,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF003-V1-DOC,IF003-V1,Resolution; altered memorandum/articles where relevant; capital breakdown; tribunal order where applicable,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF004-V1-DOC,IF004-V1,Resignation letter; auditor identity and membership/firm details; reasons and relevant facts,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF005-V1-DOC,IF005-V1,Signed/sealed IEC; product-specific manufacturing evidence for manufacturer or combined category,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF006-V1-DOC,IF006-V1,Entity registration and PAN particulars; governing-body and contact details; current portal checklist,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF007-V1-DOC,IF007-V1,GSTIN; reason and event date; stock/liability particulars; supporting cessation/transfer evidence,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF008-V1-DOC,IF008-V1,Cancellation order and effective date; stock and capital-goods details; tax liability/payment records,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF009-V1-DOC,IF009-V1,Statement of accounts; partner consent; declarations/affidavits and indemnities as applicable; regulator NOC for regulated activity,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF010-V1-DOC,IF010-V1,Statement of accounts; member approvals; indemnities/affidavits; liability and litigation disclosures; applicable regulatory approvals,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF011-V1-DOC,IF011-V1,Company approvals; activity and financial particulars; required consents/certifications,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF012-V1-DOC,IF012-V1,Audited statement of financial position; dormant-status and director particulars; prescribed declarations,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF013-V1-DOC,IF013-V1,Examination report; ground-wise response; relevant use/supporting evidence; agent authorisation as applicable,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF014-V1-DOC,IF014-V1,Opposition notice and service evidence; counterstatement; applicant/agent authority; subsequent evidence separately required,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF015-V1-DOC,IF015-V1,Entity incorporation/registration evidence; innovation/scalability explanation; authorised contact; current supporting documents,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
IF016-V1-DOC,IF016-V1,Petition and supporting records; NCLT order; proof of costs/compliance; current ROC filings as directed,compound_checklist,indicative_checklist,Check the current form and exact applicant/activity before collecting documents,
